label	entity_id	search_id
tRNA threonylcarbamoyladenosine metabolic process	http://purl.obolibrary.org/obo/GO_0070525	[0, 8, 2, 5, 6, 0]
negative regulation of juvenile hormone degradation	http://purl.obolibrary.org/obo/GO_0045970	[4, 8, 9, 3, 4, 7]
stimulation of mitotic cell cycle, embryonic	http://purl.obolibrary.org/obo/GO_0045977	[4, 8, 0, 1, 4, 1, 0]
down-regulation of nucleoside metabolic process	http://purl.obolibrary.org/obo/GO_0045978	[4, 8, 2, 9, 7, 0]
upregulation of mRNA translation, ncRNA-mediated	http://purl.obolibrary.org/obo/GO_0045975	[4, 8, 1, 6, 5, 0]
regulation of translation, ncRNA-mediated	http://purl.obolibrary.org/obo/GO_0045974	[4, 8, 7, 3, 8, 9]
positive regulation of juvenile hormone catabolism	http://purl.obolibrary.org/obo/GO_0045971	[4, 8, 6, 1, 0, 0]
negative regulation of embryonic mitotic cell cycle	http://purl.obolibrary.org/obo/GO_0045976	[4, 8, 0, 5, 8, 0]
positive regulation of nucleoside metabolic process	http://purl.obolibrary.org/obo/GO_0045979	[4, 8, 6, 0, 0, 5, 0]
upregulation of juvenile hormone secretion	http://purl.obolibrary.org/obo/GO_0045973	[4, 8, 0, 2, 0, 9, 0]
down regulation of juvenile hormone secretion	http://purl.obolibrary.org/obo/GO_0045972	[4, 8, 5, 0, 9, 8]
mucilage synthesis during seed coat development	http://purl.obolibrary.org/obo/GO_0048354	[5, 4, 1, 4, 3, 3, 4, 0]
root epithelial mucilage biosynthetic process	http://purl.obolibrary.org/obo/GO_0048356	[0, 7, 5, 7, 0]
up-regulation of paraxial mesodermal cell fate specification	http://purl.obolibrary.org/obo/GO_0048350	[4, 8, 7, 5, 5, 0]
down-regulation of paraxial mesodermal cell fate specification	http://purl.obolibrary.org/obo/GO_0048351	[4, 8, 9, 6, 6, 2]
mucilage pectin biosynthesis	http://purl.obolibrary.org/obo/GO_0048358	[0, 7, 5, 4, 0]
mucilage metabolic process during seed coat development	http://purl.obolibrary.org/obo/GO_0048359	[5, 4, 1, 4, 3, 3, 4, 1]
pedicel mucilage biosynthetic process	http://purl.obolibrary.org/obo/GO_0048357	[0, 7, 5, 6, 0]
paraxial mesoderm structural organization	http://purl.obolibrary.org/obo/GO_0048352	[5, 4, 0, 3, 1, 0]
root cap mucilage anabolism	http://purl.obolibrary.org/obo/GO_0048355	[0, 7, 5, 1, 0]
up regulation of two-component signal transduction	http://purl.obolibrary.org/obo/GO_0070299	[4, 8, 7, 4, 3, 0]
negative regulation of two-component signal transduction system (phosphorelay)	http://purl.obolibrary.org/obo/GO_0070298	[4, 8, 9, 3, 6, 3, 0]
sarcoplasmic reticulum calcium ion transport	http://purl.obolibrary.org/obo/GO_0070296	[8, 8, 6, 1, 0]
renal absorption	http://purl.obolibrary.org/obo/GO_0070293	[8, 4, 3, 2, 0]
NAPE metabolic process	http://purl.obolibrary.org/obo/GO_0070292	[0, 3, 5, 7, 0, 1, 4, 0]
nephron water absorption	http://purl.obolibrary.org/obo/GO_0070295	[8, 4, 3, 6, 0]
renal sodium ion reabsorption	http://purl.obolibrary.org/obo/GO_0070294	[8, 4, 3, 7, 0]
N-acylethanolamine metabolism	http://purl.obolibrary.org/obo/GO_0070291	[0, 3, 5, 7, 5, 9, 5, 0]
regulation of two-component signal transduction system	http://purl.obolibrary.org/obo/GO_0070297	[4, 8, 7, 4, 3, 1]
regulation of apoptotic DNA fragmentation	http://purl.obolibrary.org/obo/GO_1902510	[4, 8, 7, 0, 1, 0]
up regulation of DNA catabolic process during apoptosis	http://purl.obolibrary.org/obo/GO_1902512	[4, 8, 6, 3, 8, 9, 0]
response to cyclophosphamide	http://purl.obolibrary.org/obo/GO_1902518	[6, 7, 4, 1, 5, 4, 0]
down-regulation of apoptotic DNA fragmentation	http://purl.obolibrary.org/obo/GO_1902511	[4, 8, 6, 5, 8, 0]
response to docetaxel	http://purl.obolibrary.org/obo/GO_1902519	[6, 7, 4, 1, 6, 7, 0]
regulation of microtubule-based organelle localization	http://purl.obolibrary.org/obo/GO_1902513	[4, 8, 3, 0, 9, 1]
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	http://purl.obolibrary.org/obo/GO_1902514	[4, 8, 4, 7, 9, 1]
transcription termination site sequence-specific DNA binding	http://purl.obolibrary.org/obo/GO_0001147	[0, 8, 3, 5, 2, 0]
envenomation resulting in positive regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044499	[3, 3, 1, 0]
regulation of blood pressure in other organism	http://purl.obolibrary.org/obo/GO_0044495	[6, 9, 2, 5, 0]
positive regulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044490	[4, 2, 6, 0]
positive regulation of molecular function in another organism	http://purl.obolibrary.org/obo/GO_0044491	[4, 8, 5, 1, 8, 6, 0]
envenomation resulting in positive regulation of voltage-gated sodium channel activity in other organism	http://purl.obolibrary.org/obo/GO_0044494	[3, 2, 6, 0]
envenomation resulting in modulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044492	[3, 2, 6, 1]
positive regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044497	[6, 9, 2, 5, 1]
envenomation resulting in negative regulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044493	[3, 2, 6, 2]
envenomation resulting in regulation of blood pressure in other organism	http://purl.obolibrary.org/obo/GO_0044498	[3, 3, 1, 1]
negative regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044496	[6, 9, 2, 5, 2]
phosphatidylinositol 5-phosphate metabolic process	http://purl.obolibrary.org/obo/GO_1904562	[0, 3, 5, 1, 2, 7, 0]
cellular response to 1-oleoyl lysophosphatidic acid	http://purl.obolibrary.org/obo/GO_1904566	[6, 7, 4, 1, 0, 4, 0]
response to wortmannin	http://purl.obolibrary.org/obo/GO_1904567	[6, 7, 4, 7, 6, 5, 0]
cellular response to wortmannin	http://purl.obolibrary.org/obo/GO_1904568	[6, 7, 4, 7, 6, 5, 1]
phosphatidylinositol 5-phosphate formation	http://purl.obolibrary.org/obo/GO_1904563	[0, 3, 5, 1, 2, 7, 1]
response to diphenidol	http://purl.obolibrary.org/obo/GO_1904560	[6, 7, 4, 1, 1, 3, 0]
regulation of selenocysteine incorporation	http://purl.obolibrary.org/obo/GO_1904569	[4, 8, 2, 8, 0, 9, 0]
response to 1-oleoyl-sn-glycerol 3-phosphate	http://purl.obolibrary.org/obo/GO_1904565	[6, 7, 4, 1, 0, 4, 1]
cellular response to diphenidol	http://purl.obolibrary.org/obo/GO_1904561	[6, 7, 4, 7, 6, 8, 0]
carbohydrate anabolism	http://purl.obolibrary.org/obo/GO_0016051	[0, 3, 5, 7, 9, 7, 6, 0]
organic acid catabolism	http://purl.obolibrary.org/obo/GO_0016054	[0, 3, 5, 7, 0, 1, 7, 0]
organic acid biosynthetic process	http://purl.obolibrary.org/obo/GO_0016053	[0, 3, 5, 7, 0, 1, 9, 0]
rhodopsin mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0016056	[6, 1, 6, 3, 0]
carbohydrate breakdown	http://purl.obolibrary.org/obo/GO_0016052	[0, 3, 5, 7, 6, 5, 1, 0]
Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0016055	[5, 4, 1, 7, 1, 3, 0]
deactivation of rhodopsin mediated signalling	http://purl.obolibrary.org/obo/GO_0016059	[4, 8, 0, 7, 6, 6]
vesicle organization and biogenesis	http://purl.obolibrary.org/obo/GO_0016050	[5, 7, 5, 5, 3, 0]
regulation of membrane potential in photoreceptor cell	http://purl.obolibrary.org/obo/GO_0016057	[4, 8, 6, 8, 6, 3]
maintenance of rhodopsin mediated signaling	http://purl.obolibrary.org/obo/GO_0016058	[4, 8, 6, 2, 8, 0]
secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	http://purl.obolibrary.org/obo/GO_0060528	[5, 4, 1, 4, 0, 1, 0]
prostate glandular acinus development	http://purl.obolibrary.org/obo/GO_0060525	[5, 4, 1, 4, 0, 2, 0]
mesenchymal-epithelial cell signalling involved in prostate induction	http://purl.obolibrary.org/obo/GO_0060521	[4, 8, 4, 1, 9, 4, 0]
prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	http://purl.obolibrary.org/obo/GO_0060527	[5, 4, 0, 7, 3, 0]
prostate epithelial cord bifurcation	http://purl.obolibrary.org/obo/GO_0060524	[5, 4, 0, 7, 3, 1]
squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	http://purl.obolibrary.org/obo/GO_0060529	[5, 4, 1, 4, 0, 1, 1]
activation of prostate induction by androgen receptor signalling pathway	http://purl.obolibrary.org/obo/GO_0060520	[4, 8, 7, 3, 1, 0]
inductive mesenchymal to epithelial cell signaling	http://purl.obolibrary.org/obo/GO_0060522	[4, 8, 4, 1, 9, 4, 1]
prostate epithelial cord elongation	http://purl.obolibrary.org/obo/GO_0060523	[5, 4, 0, 7, 3, 2]
prostate glandular acinus morphogenesis	http://purl.obolibrary.org/obo/GO_0060526	[5, 4, 0, 7, 3, 3]
nucleotide-excision repair, preincision complex assembly	http://purl.obolibrary.org/obo/GO_0006294	[5, 7, 8, 4, 7, 0]
pyrimidine dimer repair	http://purl.obolibrary.org/obo/GO_0006290	[5, 7, 4, 7, 2, 0]
nucleotide-excision repair, preincision complex stabilization	http://purl.obolibrary.org/obo/GO_0006293	[5, 7, 4, 7, 8, 0]
MMR	http://purl.obolibrary.org/obo/GO_0006298	[5, 7, 4, 1, 4, 0]
nucleotide-excision repair, DNA gap filling	http://purl.obolibrary.org/obo/GO_0006297	[5, 7, 4, 7, 8, 1]
positive regulation of the force of heart muscle contraction by chemical signal	http://purl.obolibrary.org/obo/GO_0003099	[6, 9, 0, 0]
negative regulation of renal water excretion	http://purl.obolibrary.org/obo/GO_0003092	[4, 8, 2, 9, 8, 0]
water homeostasis by the renal system	http://purl.obolibrary.org/obo/GO_0003091	[8, 4, 3, 4, 0]
renal water transport	http://purl.obolibrary.org/obo/GO_0003097	[8, 4, 3, 6, 1]
glomerular filtration	http://purl.obolibrary.org/obo/GO_0003094	[8, 4, 3, 3, 0]
pressure natriuresis	http://purl.obolibrary.org/obo/GO_0003095	[4, 8, 2, 5, 8, 3]
regulation of glomerular filtration	http://purl.obolibrary.org/obo/GO_0003093	[4, 8, 2, 4, 3, 3]
increased force of heart contraction by epinephrine-norepinephrine released from the nerve endings	http://purl.obolibrary.org/obo/GO_0003090	[6, 9, 0, 1]
renal sodium ion transport	http://purl.obolibrary.org/obo/GO_0003096	[8, 4, 3, 1, 0]
tubuloglomerular feedback	http://purl.obolibrary.org/obo/GO_0003098	[4, 8, 5, 5, 9, 1]
chemoattraction of axon	http://purl.obolibrary.org/obo/GO_0061642	[5, 0, 1, 4, 0]
protein localization to CENP-A containing chromatin	http://purl.obolibrary.org/obo/GO_0061644	[8, 0, 7, 4, 0]
chemorepulsion of axon	http://purl.obolibrary.org/obo/GO_0061643	[5, 0, 1, 2, 0]
positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	http://purl.obolibrary.org/obo/GO_0061646	[6, 7, 0, 8, 0]
cytoskeleton-dependent cytokinesis	http://purl.obolibrary.org/obo/GO_0061640	[5, 7, 0, 6, 8, 0]
tooth replacement	http://purl.obolibrary.org/obo/GO_0061648	[5, 4, 0, 6, 2, 0]
transcription factor activity, core RNA polymerase III binding	http://purl.obolibrary.org/obo/GO_0000995	[0, 8, 3, 5, 1, 0]
regulation of mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060782	[4, 8, 0, 1, 1, 0]
regulation of cell proliferation involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060784	[4, 8, 0, 6, 6, 0, 0]
regulation of apoptosis involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060785	[4, 8, 5, 2, 1, 0]
mesenchymal hh signaling pathway involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060783	[5, 4, 1, 6, 8, 2, 7, 0]
hair follicle placode formation	http://purl.obolibrary.org/obo/GO_0060789	[5, 4, 4, 8, 0, 0]
mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060781	[5, 4, 6, 1, 1, 4]
ectodermal placode formation	http://purl.obolibrary.org/obo/GO_0060788	[5, 4, 0, 6, 3, 0]
regulation of cell differentiation involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060786	[4, 8, 2, 3, 4, 6]
positive regulation of posterior neural plate formation by fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060787	[4, 8, 1, 3, 8, 2]
intercalary leaflet morphogenesis	http://purl.obolibrary.org/obo/GO_0060780	[5, 4, 0, 4, 5, 7, 0]
activation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	http://purl.obolibrary.org/obo/GO_1902240	[4, 8, 9, 2, 3, 7]
cis-abienol synthesis	http://purl.obolibrary.org/obo/GO_1902246	[0, 3, 5, 7, 0, 2, 4, 0]
copal-8-ol diphosphate(3-) formation	http://purl.obolibrary.org/obo/GO_1902243	[0, 3, 5, 7, 4, 0, 5, 0]
copal-8-ol diphosphate(3-) metabolic process	http://purl.obolibrary.org/obo/GO_1902241	[0, 3, 5, 7, 4, 0, 5, 1]
geranylgeranyl diphosphate degradation	http://purl.obolibrary.org/obo/GO_1902247	[0, 3, 5, 7, 7, 3, 3, 0]
copal-8-ol diphosphate(3-) catabolic process	http://purl.obolibrary.org/obo/GO_1902242	[0, 3, 5, 7, 4, 0, 5, 2]
cis-abienol metabolism	http://purl.obolibrary.org/obo/GO_1902244	[0, 3, 5, 7, 4, 7, 1, 0]
cis-abienol breakdown	http://purl.obolibrary.org/obo/GO_1902245	[0, 3, 5, 7, 7, 1, 5, 0]
nucleobase transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015205	[8, 9, 9, 1, 0]
polyamine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015203	[8, 9, 6, 7, 0]
urea transporter activity	http://purl.obolibrary.org/obo/GO_0015204	[8, 9, 5, 6, 1]
guanine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015208	[8, 9, 9, 2, 0]
adenine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015207	[8, 9, 9, 5, 0]
methylammonium transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015200	[8, 9, 8, 6, 0, 0]
cytosine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015209	[8, 9, 9, 4, 0]
thyroid gland development	http://purl.obolibrary.org/obo/GO_0030878	[5, 4, 0, 8, 8, 0]
mammary gland development	http://purl.obolibrary.org/obo/GO_0030879	[5, 4, 0, 8, 5, 0]
lipid modification by small protein conjugation	http://purl.obolibrary.org/obo/GO_0120322	[0, 3, 5, 1, 3, 0]
lipid ubiquitination	http://purl.obolibrary.org/obo/GO_0120323	[0, 3, 5, 1, 3, 1]
appressorium-mediated penetration into host	http://purl.obolibrary.org/obo/GO_0120326	[3, 8, 0, 0]
protein localisation to centriolar satellite	http://purl.obolibrary.org/obo/GO_0120329	[8, 5, 8, 0]
lateral pseudopodium retraction	http://purl.obolibrary.org/obo/GO_0120320	[5, 7, 0, 4, 6, 0]
procyclogenesis	http://purl.obolibrary.org/obo/GO_0120324	[5, 4, 1, 0, 4, 0]
ATP-dependent DNA (cytosine-5-)-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0120328	[0, 0, 5, 4, 0]
suppression by virus of host tetherin activity	http://purl.obolibrary.org/obo/GO_0039587	[4, 0, 1, 0]
suppression by virus of host PKR signaling	http://purl.obolibrary.org/obo/GO_0039580	[4, 0, 2, 7]
suppression by virus of host antigen processing and presentation	http://purl.obolibrary.org/obo/GO_0039588	[4, 0, 5, 9, 0]
PKR signal transduction	http://purl.obolibrary.org/obo/GO_0039585	[6, 4, 6, 5, 0]
down-regulation of autophagic vacuole fusion	http://purl.obolibrary.org/obo/GO_1901097	[4, 8, 1, 0, 3, 4, 0]
activation of autolysosome formation	http://purl.obolibrary.org/obo/GO_1901098	[4, 8, 4, 1, 8, 0, 0]
up-regulation of protein tetramer formation	http://purl.obolibrary.org/obo/GO_1901092	[4, 8, 9, 0, 9, 0]
downregulation of protein tetramer formation	http://purl.obolibrary.org/obo/GO_1901091	[4, 8, 4, 6, 5, 0]
activation of protein homotetramer biosynthesis	http://purl.obolibrary.org/obo/GO_1901095	[4, 8, 9, 0, 9, 1]
downregulation of protein homotetramer assembly	http://purl.obolibrary.org/obo/GO_1901094	[4, 8, 5, 8, 8, 8]
regulation of protein homotetramer biosynthesis	http://purl.obolibrary.org/obo/GO_1901093	[4, 8, 0, 0, 1, 0]
negative regulation of signal transduction in absence of agonist	http://purl.obolibrary.org/obo/GO_1901099	[4, 8, 2, 0, 9, 0]
regulation of protein tetramer assembly	http://purl.obolibrary.org/obo/GO_1901090	[4, 8, 4, 6, 5, 1]
regulation of autophagic vacuole fusion	http://purl.obolibrary.org/obo/GO_1901096	[4, 8, 0, 6, 7, 5]
chalcone catabolic process	http://purl.obolibrary.org/obo/GO_0046280	[0, 3, 5, 7, 8, 6, 5, 0]
cinnamic acid ester degradation	http://purl.obolibrary.org/obo/GO_0046282	[0, 3, 5, 7, 1, 5, 9, 0]
cinnamic acid breakdown	http://purl.obolibrary.org/obo/GO_0046281	[0, 3, 5, 7, 3, 3, 2, 0]
isoflavonoid breakdown	http://purl.obolibrary.org/obo/GO_0046288	[0, 3, 5, 7, 5, 6, 0, 0]
flavonoid phytoalexin metabolism	http://purl.obolibrary.org/obo/GO_0046285	[0, 3, 5, 7, 6, 8, 4, 0]
isoflavonoid metabolic process	http://purl.obolibrary.org/obo/GO_0046287	[0, 3, 5, 7, 5, 6, 0, 1]
isoflavonoid phytoalexin metabolism	http://purl.obolibrary.org/obo/GO_0046289	[0, 3, 5, 7, 5, 6, 0, 2]
flavonoid phytoalexin catabolism	http://purl.obolibrary.org/obo/GO_0046286	[0, 3, 5, 7, 2, 8, 6, 0]
anthocyanin catabolic process	http://purl.obolibrary.org/obo/GO_0046284	[0, 3, 5, 7, 2, 8, 6, 1]
anthocyanin metabolism	http://purl.obolibrary.org/obo/GO_0046283	[0, 3, 5, 7, 6, 8, 4, 1]
negative regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150118	[4, 8, 0, 9, 5, 8]
cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150115	[5, 7, 7, 0, 1]
negative regulation of protein localisation to cell-cell junction	http://purl.obolibrary.org/obo/GO_0150119	[4, 8, 5, 1, 8, 4, 0]
positive regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150117	[4, 8, 7, 6, 8, 5, 0]
regulation of transepithelial transport	http://purl.obolibrary.org/obo/GO_0150111	[4, 8, 3, 5, 5, 3]
regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150116	[4, 8, 7, 6, 8, 5, 1]
dATP synthesis from ADP	http://purl.obolibrary.org/obo/GO_0006176	[0, 4, 2, 6, 0]
dATP biosynthesis	http://purl.obolibrary.org/obo/GO_0006175	[0, 4, 2, 6, 1]
GMP synthesis	http://purl.obolibrary.org/obo/GO_0006177	[0, 3, 5, 4, 1, 5, 0]
dADP biosynthesis	http://purl.obolibrary.org/obo/GO_0006173	[0, 4, 2, 5, 0]
ADP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006172	[0, 3, 5, 4, 4, 0, 0]
3',5'-cAMP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006171	[0, 3, 5, 4, 4, 7, 0]
guanine, xanthine and their nucleoside salvage	http://purl.obolibrary.org/obo/GO_0006179	[0, 3, 4, 4, 7, 0]
dAMP synthesis	http://purl.obolibrary.org/obo/GO_0006170	[0, 4, 1, 5, 0]
guanine, xanthine and their nucleoside salvage	http://purl.obolibrary.org/obo/GO_0006178	[0, 3, 5, 4, 5, 6, 0]
up-regulation of DOPA decarboxylase activity	http://purl.obolibrary.org/obo/GO_1903200	[4, 8, 0, 9, 5, 9, 0]
subpallium cell migration	http://purl.obolibrary.org/obo/GO_0021980	[5, 4, 3, 1, 9, 0]
pineal gland development	http://purl.obolibrary.org/obo/GO_0021982	[5, 4, 0, 8, 8, 1]
subpallium radially oriented migration	http://purl.obolibrary.org/obo/GO_0021981	[5, 4, 3, 1, 9, 1]
neurohypophysis development	http://purl.obolibrary.org/obo/GO_0021985	[5, 4, 0, 8, 0, 0]
pituitary gland development	http://purl.obolibrary.org/obo/GO_0021983	[5, 4, 1, 4, 1, 0, 0]
olfactory lobe development	http://purl.obolibrary.org/obo/GO_0021988	[5, 4, 3, 1, 4, 6, 0]
neocortex development	http://purl.obolibrary.org/obo/GO_0021987	[5, 4, 3, 1, 4, 1, 0]
habenula development	http://purl.obolibrary.org/obo/GO_0021986	[5, 4, 3, 1, 4, 4, 1, 0]
anterior pituitary gland development	http://purl.obolibrary.org/obo/GO_0021984	[5, 4, 1, 4, 1, 0, 1]
olfactory cortex development	http://purl.obolibrary.org/obo/GO_0021989	[5, 4, 3, 1, 4, 6, 1]
alpha-ketoglutarate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015139	[8, 9, 6, 4, 2, 0]
fumarate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015138	[8, 9, 6, 4, 0, 0]
citrate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015137	[8, 9, 3, 7, 0]
uronic acid transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015133	[8, 9, 1, 1, 2, 0]
prostaglandin/thromboxane transporter activity	http://purl.obolibrary.org/obo/GO_0015132	[8, 3, 4, 0, 0]
sialic acid transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015136	[8, 9, 1, 5, 2, 0]
hexuronate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015134	[8, 9, 1, 1, 2, 1]
glucuronate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015135	[8, 9, 1, 1, 8, 0]
oxaloacetate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015131	[8, 9, 6, 4, 8, 0]
mevalonate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015130	[8, 9, 1, 0, 4, 0]
GDP-alpha-D-mannosylchitobiosyldiphosphodolichol metabolic process	http://purl.obolibrary.org/obo/GO_0046376	[0, 3, 5, 7, 2, 8, 9, 0]
teichoic acid metabolism	http://purl.obolibrary.org/obo/GO_0046374	[0, 3, 5, 5, 1, 3]
dTDP-mannose metabolic process	http://purl.obolibrary.org/obo/GO_0046371	[0, 3, 0, 6, 8, 0]
colanic acid metabolism	http://purl.obolibrary.org/obo/GO_0046377	[0, 3, 5, 7, 9, 5, 1, 0]
extracellular polysaccharide metabolic process	http://purl.obolibrary.org/obo/GO_0046379	[0, 3, 5, 5, 2, 0]
enterobacterial common antigen metabolism	http://purl.obolibrary.org/obo/GO_0046378	[0, 3, 5, 5, 7, 7, 0]
fructose biosynthetic process	http://purl.obolibrary.org/obo/GO_0046370	[0, 7, 4, 6, 0]
D-arabinose metabolism	http://purl.obolibrary.org/obo/GO_0046372	[0, 3, 2, 3, 0]
K antigen metabolism	http://purl.obolibrary.org/obo/GO_0046375	[0, 3, 5, 5, 7, 5, 0]
L-arabinose metabolic process	http://purl.obolibrary.org/obo/GO_0046373	[0, 3, 2, 3, 1]
synapse disassembly	http://purl.obolibrary.org/obo/GO_0098883	[5, 7, 7, 0, 4, 0]
postsynaptic actin cytoskeleton remodelling	http://purl.obolibrary.org/obo/GO_0098885	[5, 7, 7, 6, 0]
structural constituent of active zone	http://purl.obolibrary.org/obo/GO_0098882	[5, 7, 7, 5, 4, 0]
modification of dendritic spine	http://purl.obolibrary.org/obo/GO_0098886	[5, 7, 7, 6, 1]
postsynaptic neurotransmitter receptor endosomal trafficking	http://purl.obolibrary.org/obo/GO_0098887	[8, 0, 1, 7, 0]
postsynaptic neurotransmitter receptor internalization	http://purl.obolibrary.org/obo/GO_0098884	[8, 0, 2, 0, 7, 0]
maintenance of postsynaptic specialization structure	http://purl.obolibrary.org/obo/GO_0098880	[5, 7, 7, 5, 6]
neurotransmitter receptor insertion	http://purl.obolibrary.org/obo/GO_0098881	[8, 0, 5, 0, 4, 0]
regulation of macromolecule metabolic process	http://purl.obolibrary.org/obo/GO_0060255	[4, 8, 5, 5, 5, 0]
positive regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060252	[4, 8, 3, 7, 3, 9, 0]
regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060251	[4, 8, 4, 8, 1, 0]
negative regulation of filamentous growth	http://purl.obolibrary.org/obo/GO_0060258	[4, 8, 3, 2, 2, 5]
regulation of flocculation	http://purl.obolibrary.org/obo/GO_0060256	[4, 8, 3, 3, 3, 2]
negative regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060253	[4, 8, 5, 9, 2, 9, 0]
regulation of N-terminal protein palmitoylation	http://purl.obolibrary.org/obo/GO_0060254	[4, 8, 0, 8, 1, 2]
maintenance of germ line stem-cell niche	http://purl.obolibrary.org/obo/GO_0060250	[8, 4, 4, 0, 0]
negative regulation of flocculation	http://purl.obolibrary.org/obo/GO_0060257	[4, 8, 5, 1, 3, 8]
regulation of feeding behaviour	http://purl.obolibrary.org/obo/GO_0060259	[4, 8, 7, 0, 6, 0, 0]
