label	entity_id	search_id
regulation of translation, ncRNA-mediated	http://purl.obolibrary.org/obo/GO_0045974	[8, 5, 4, 5, 1]
positive regulation of juvenile hormone catabolism	http://purl.obolibrary.org/obo/GO_0045971	[8, 6, 0, 7, 2, 5, 1]
negative regulation of embryonic mitotic cell cycle	http://purl.obolibrary.org/obo/GO_0045976	[8, 1, 1, 0, 0]
positive regulation of nucleoside metabolic process	http://purl.obolibrary.org/obo/GO_0045979	[8, 6, 0, 4, 8, 0, 5, 1, 0]
upregulation of juvenile hormone secretion	http://purl.obolibrary.org/obo/GO_0045973	[8, 6, 0, 7, 2, 0, 0]
down regulation of juvenile hormone secretion	http://purl.obolibrary.org/obo/GO_0045972	[8, 6, 0, 7, 2, 1, 0]
mucilage synthesis during seed coat development	http://purl.obolibrary.org/obo/GO_0048354	[7, 7, 3, 7, 0]
root epithelial mucilage biosynthetic process	http://purl.obolibrary.org/obo/GO_0048356	[7, 7, 3, 7, 1]
up-regulation of paraxial mesodermal cell fate specification	http://purl.obolibrary.org/obo/GO_0048350	[8, 6, 4, 7, 7, 0]
down-regulation of paraxial mesodermal cell fate specification	http://purl.obolibrary.org/obo/GO_0048351	[8, 6, 4, 7, 7, 1]
mucilage pectin biosynthesis	http://purl.obolibrary.org/obo/GO_0048358	[7, 7, 3, 1, 0]
mucilage metabolic process during seed coat development	http://purl.obolibrary.org/obo/GO_0048359	[7, 7, 3, 7, 2]
pedicel mucilage biosynthetic process	http://purl.obolibrary.org/obo/GO_0048357	[7, 7, 3, 7, 3]
paraxial mesoderm structural organization	http://purl.obolibrary.org/obo/GO_0048352	[8, 6, 4, 7, 1, 0]
root cap mucilage anabolism	http://purl.obolibrary.org/obo/GO_0048355	[7, 7, 3, 7, 4]
up regulation of two-component signal transduction	http://purl.obolibrary.org/obo/GO_0070299	[8, 6, 0, 5, 3, 0, 6, 0]
negative regulation of two-component signal transduction system (phosphorelay)	http://purl.obolibrary.org/obo/GO_0070298	[8, 6, 0, 5, 3, 0, 6, 1]
sarcoplasmic reticulum calcium ion transport	http://purl.obolibrary.org/obo/GO_0070296	[8, 4, 2, 1, 0]
renal absorption	http://purl.obolibrary.org/obo/GO_0070293	[8, 6, 2, 4, 7, 4, 0]
NAPE metabolic process	http://purl.obolibrary.org/obo/GO_0070292	[7, 4, 7, 3, 5, 0]
nephron water absorption	http://purl.obolibrary.org/obo/GO_0070295	[8, 6, 2, 4, 7, 5, 0]
renal sodium ion reabsorption	http://purl.obolibrary.org/obo/GO_0070294	[5, 2, 2, 3, 0]
N-acylethanolamine metabolism	http://purl.obolibrary.org/obo/GO_0070291	[7, 4, 7, 3, 5, 1]
regulation of two-component signal transduction system	http://purl.obolibrary.org/obo/GO_0070297	[8, 6, 0, 5, 3, 0, 6, 2]
regulation of apoptotic DNA fragmentation	http://purl.obolibrary.org/obo/GO_1902510	[8, 1, 3, 7, 6, 0]
up regulation of DNA catabolic process during apoptosis	http://purl.obolibrary.org/obo/GO_1902512	[8, 1, 3, 7, 6, 1]
response to cyclophosphamide	http://purl.obolibrary.org/obo/GO_1902518	[0, 3, 3, 2, 5, 0]
down-regulation of apoptotic DNA fragmentation	http://purl.obolibrary.org/obo/GO_1902511	[8, 1, 3, 7, 6, 2]
response to docetaxel	http://purl.obolibrary.org/obo/GO_1902519	[0, 3, 3, 3, 7, 0]
regulation of microtubule-based organelle localization	http://purl.obolibrary.org/obo/GO_1902513	[8, 6, 0, 3, 5, 6, 0, 0]
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	http://purl.obolibrary.org/obo/GO_1902514	[8, 4, 2, 5, 0]
transcription termination site sequence-specific DNA binding	http://purl.obolibrary.org/obo/GO_0001147	[8, 5, 1, 6, 4, 0]
envenomation resulting in positive regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044499	[6, 2, 3, 0]
regulation of blood pressure in other organism	http://purl.obolibrary.org/obo/GO_0044495	[6, 2, 3, 1]
positive regulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044490	[6, 2, 6, 5, 0]
positive regulation of molecular function in another organism	http://purl.obolibrary.org/obo/GO_0044491	[8, 6, 0, 4, 5, 7, 5]
envenomation resulting in positive regulation of voltage-gated sodium channel activity in other organism	http://purl.obolibrary.org/obo/GO_0044494	[6, 2, 6, 2, 0]
envenomation resulting in modulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044492	[6, 2, 6, 2, 1]
positive regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044497	[6, 2, 3, 2]
envenomation resulting in negative regulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044493	[6, 2, 6, 7, 0]
envenomation resulting in regulation of blood pressure in other organism	http://purl.obolibrary.org/obo/GO_0044498	[6, 2, 3, 3]
negative regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044496	[6, 2, 3, 4]
phosphatidylinositol 5-phosphate metabolic process	http://purl.obolibrary.org/obo/GO_1904562	[7, 7, 6, 5, 3, 0]
cellular response to 1-oleoyl lysophosphatidic acid	http://purl.obolibrary.org/obo/GO_1904566	[0, 3, 7, 5, 0, 0]
response to wortmannin	http://purl.obolibrary.org/obo/GO_1904567	[0, 3, 3, 4, 1, 0]
cellular response to wortmannin	http://purl.obolibrary.org/obo/GO_1904568	[0, 3, 1, 3, 0]
phosphatidylinositol 5-phosphate formation	http://purl.obolibrary.org/obo/GO_1904563	[7, 7, 6, 5, 3, 1]
response to diphenidol	http://purl.obolibrary.org/obo/GO_1904560	[0, 3, 3, 4, 8, 0]
regulation of selenocysteine incorporation	http://purl.obolibrary.org/obo/GO_1904569	[8, 6, 0, 4, 1, 7, 0]
response to 1-oleoyl-sn-glycerol 3-phosphate	http://purl.obolibrary.org/obo/GO_1904565	[0, 3, 7, 5, 2, 0]
cellular response to diphenidol	http://purl.obolibrary.org/obo/GO_1904561	[0, 3, 1, 2, 2, 0]
carbohydrate anabolism	http://purl.obolibrary.org/obo/GO_0016051	[7, 7, 5, 4, 7, 0]
organic acid catabolism	http://purl.obolibrary.org/obo/GO_0016054	[7, 4, 4, 3, 1, 0]
organic acid biosynthetic process	http://purl.obolibrary.org/obo/GO_0016053	[7, 5, 2, 0, 6, 0]
rhodopsin mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0016056	[8, 6, 7, 4, 0]
carbohydrate breakdown	http://purl.obolibrary.org/obo/GO_0016052	[7, 7, 5, 6, 2, 0]
Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0016055	[8, 6, 0, 5, 2, 2, 0]
deactivation of rhodopsin mediated signalling	http://purl.obolibrary.org/obo/GO_0016059	[8, 6, 7, 4, 1]
vesicle organization and biogenesis	http://purl.obolibrary.org/obo/GO_0016050	[8, 1, 6, 6, 4, 0]
regulation of membrane potential in photoreceptor cell	http://purl.obolibrary.org/obo/GO_0016057	[5, 7, 0, 0, 0]
maintenance of rhodopsin mediated signaling	http://purl.obolibrary.org/obo/GO_0016058	[8, 6, 7, 4, 2]
secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	http://purl.obolibrary.org/obo/GO_0060528	[4, 2, 0, 5, 5, 0]
prostate glandular acinus development	http://purl.obolibrary.org/obo/GO_0060525	[4, 2, 0, 5, 4, 0]
mesenchymal-epithelial cell signalling involved in prostate induction	http://purl.obolibrary.org/obo/GO_0060521	[8, 6, 0, 6, 2, 5, 6, 5, 0]
prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	http://purl.obolibrary.org/obo/GO_0060527	[4, 2, 0, 4, 0]
prostate epithelial cord bifurcation	http://purl.obolibrary.org/obo/GO_0060524	[4, 2, 0, 4, 1]
squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	http://purl.obolibrary.org/obo/GO_0060529	[4, 2, 0, 5, 5, 1]
activation of prostate induction by androgen receptor signalling pathway	http://purl.obolibrary.org/obo/GO_0060520	[8, 6, 0, 6, 2, 5, 6, 5, 1]
inductive mesenchymal to epithelial cell signaling	http://purl.obolibrary.org/obo/GO_0060522	[8, 6, 0, 5, 0, 1, 0]
prostate epithelial cord elongation	http://purl.obolibrary.org/obo/GO_0060523	[4, 2, 0, 4, 2]
prostate glandular acinus morphogenesis	http://purl.obolibrary.org/obo/GO_0060526	[4, 2, 0, 5, 0, 0]
nucleotide-excision repair, preincision complex assembly	http://purl.obolibrary.org/obo/GO_0006294	[8, 1, 2, 5, 0, 0]
pyrimidine dimer repair	http://purl.obolibrary.org/obo/GO_0006290	[8, 1, 3, 5, 7, 0]
nucleotide-excision repair, preincision complex stabilization	http://purl.obolibrary.org/obo/GO_0006293	[8, 1, 2, 5, 0, 1]
MMR	http://purl.obolibrary.org/obo/GO_0006298	[8, 1, 3, 5, 0, 0]
nucleotide-excision repair, DNA gap filling	http://purl.obolibrary.org/obo/GO_0006297	[8, 1, 3, 5, 3, 0]
positive regulation of the force of heart muscle contraction by chemical signal	http://purl.obolibrary.org/obo/GO_0003099	[3, 4, 8, 0]
negative regulation of renal water excretion	http://purl.obolibrary.org/obo/GO_0003092	[8, 6, 2, 4, 2, 4, 0]
water homeostasis by the renal system	http://purl.obolibrary.org/obo/GO_0003091	[8, 6, 2, 4, 7, 3, 0]
renal water transport	http://purl.obolibrary.org/obo/GO_0003097	[8, 6, 2, 4, 7, 3, 1]
glomerular filtration	http://purl.obolibrary.org/obo/GO_0003094	[8, 6, 2, 4, 7, 8, 0]
pressure natriuresis	http://purl.obolibrary.org/obo/GO_0003095	[8, 6, 2, 4, 2, 5, 0]
regulation of glomerular filtration	http://purl.obolibrary.org/obo/GO_0003093	[8, 6, 2, 4, 7, 2, 0]
increased force of heart contraction by epinephrine-norepinephrine released from the nerve endings	http://purl.obolibrary.org/obo/GO_0003090	[3, 4, 0, 0]
renal sodium ion transport	http://purl.obolibrary.org/obo/GO_0003096	[5, 2, 2, 3, 1]
tubuloglomerular feedback	http://purl.obolibrary.org/obo/GO_0003098	[8, 6, 2, 4, 7, 2, 1]
chemoattraction of axon	http://purl.obolibrary.org/obo/GO_0061642	[8, 3, 0, 2, 4, 0]
protein localization to CENP-A containing chromatin	http://purl.obolibrary.org/obo/GO_0061644	[8, 1, 1, 1, 3, 0]
chemorepulsion of axon	http://purl.obolibrary.org/obo/GO_0061643	[8, 3, 0, 2, 4, 1]
positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	http://purl.obolibrary.org/obo/GO_0061646	[8, 6, 2, 6, 6, 8, 0]
cytoskeleton-dependent cytokinesis	http://purl.obolibrary.org/obo/GO_0061640	[8, 1, 7, 5, 1, 1, 0]
tooth replacement	http://purl.obolibrary.org/obo/GO_0061648	[8, 6, 4, 0, 7, 0]
transcription factor activity, core RNA polymerase III binding	http://purl.obolibrary.org/obo/GO_0000995	[8, 5, 0, 4, 0]
regulation of mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060782	[8, 6, 0, 6, 2, 7, 2, 0]
regulation of cell proliferation involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060784	[8, 6, 4, 5, 1, 6, 0]
regulation of apoptosis involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060785	[8, 2, 0, 3, 0]
mesenchymal hh signaling pathway involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060783	[4, 2, 0, 5, 7, 0]
hair follicle placode formation	http://purl.obolibrary.org/obo/GO_0060789	[8, 6, 0, 6, 9, 3, 0]
mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060781	[4, 2, 0, 5, 8, 0]
ectodermal placode formation	http://purl.obolibrary.org/obo/GO_0060788	[4, 2, 2, 4, 0]
regulation of cell differentiation involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060786	[8, 6, 4, 5, 1, 6, 1]
positive regulation of posterior neural plate formation by fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060787	[8, 6, 0, 5, 0, 6, 0]
intercalary leaflet morphogenesis	http://purl.obolibrary.org/obo/GO_0060780	[4, 3, 2, 3, 0]
activation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	http://purl.obolibrary.org/obo/GO_1902240	[8, 2, 6, 5, 0]
cis-abienol synthesis	http://purl.obolibrary.org/obo/GO_1902246	[7, 5, 0, 7, 3, 0]
copal-8-ol diphosphate(3-) formation	http://purl.obolibrary.org/obo/GO_1902243	[7, 7, 0, 6, 5, 0]
copal-8-ol diphosphate(3-) metabolic process	http://purl.obolibrary.org/obo/GO_1902241	[7, 7, 0, 6, 5, 1]
geranylgeranyl diphosphate degradation	http://purl.obolibrary.org/obo/GO_1902247	[7, 7, 0, 6, 1, 0]
copal-8-ol diphosphate(3-) catabolic process	http://purl.obolibrary.org/obo/GO_1902242	[7, 7, 0, 6, 5, 2]
cis-abienol metabolism	http://purl.obolibrary.org/obo/GO_1902244	[7, 4, 7, 5, 7, 0]
cis-abienol breakdown	http://purl.obolibrary.org/obo/GO_1902245	[7, 4, 2, 2, 6, 0]
nucleobase transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015205	[5, 3, 6, 4, 0]
polyamine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015203	[5, 6, 7, 6, 0]
urea transporter activity	http://purl.obolibrary.org/obo/GO_0015204	[5, 4, 5, 7, 0]
guanine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015208	[5, 3, 0, 2, 0]
adenine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015207	[5, 3, 0, 1, 0]
methylammonium transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015200	[5, 6, 6, 1, 0]
cytosine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015209	[5, 3, 4, 2, 0]
thyroid gland development	http://purl.obolibrary.org/obo/GO_0030878	[4, 2, 6, 0, 1, 0]
mammary gland development	http://purl.obolibrary.org/obo/GO_0030879	[4, 2, 0, 6, 0, 0]
lipid modification by small protein conjugation	http://purl.obolibrary.org/obo/GO_0120322	[7, 2, 5, 4, 3, 0]
lipid ubiquitination	http://purl.obolibrary.org/obo/GO_0120323	[7, 2, 5, 4, 5, 0]
appressorium-mediated penetration into host	http://purl.obolibrary.org/obo/GO_0120326	[8, 6, 0, 6, 1, 2, 5]
protein localisation to centriolar satellite	http://purl.obolibrary.org/obo/GO_0120329	[8, 1, 2, 5, 3, 0]
lateral pseudopodium retraction	http://purl.obolibrary.org/obo/GO_0120320	[8, 1, 7, 8, 2, 4, 0]
procyclogenesis	http://purl.obolibrary.org/obo/GO_0120324	[8, 6, 4, 1, 4, 0]
ATP-dependent DNA (cytosine-5-)-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0120328	[6, 0, 1, 0]
suppression by virus of host tetherin activity	http://purl.obolibrary.org/obo/GO_0039587	[6, 6, 0, 7, 0]
suppression by virus of host PKR signaling	http://purl.obolibrary.org/obo/GO_0039580	[8, 6, 0, 5, 3, 8, 1, 0]
suppression by virus of host antigen processing and presentation	http://purl.obolibrary.org/obo/GO_0039588	[6, 1, 2, 5, 0]
PKR signal transduction	http://purl.obolibrary.org/obo/GO_0039585	[8, 6, 0, 5, 3, 8, 1, 1]
down-regulation of autophagic vacuole fusion	http://purl.obolibrary.org/obo/GO_1901097	[8, 1, 4, 2, 7, 3, 0]
activation of autolysosome formation	http://purl.obolibrary.org/obo/GO_1901098	[8, 1, 4, 2, 7, 1, 0]
up-regulation of protein tetramer formation	http://purl.obolibrary.org/obo/GO_1901092	[8, 1, 2, 6, 8, 0]
downregulation of protein tetramer formation	http://purl.obolibrary.org/obo/GO_1901091	[8, 1, 2, 6, 8, 1]
activation of protein homotetramer biosynthesis	http://purl.obolibrary.org/obo/GO_1901095	[8, 1, 2, 6, 8, 2]
downregulation of protein homotetramer assembly	http://purl.obolibrary.org/obo/GO_1901094	[8, 1, 2, 6, 8, 3]
regulation of protein homotetramer biosynthesis	http://purl.obolibrary.org/obo/GO_1901093	[8, 1, 2, 6, 8, 4]
negative regulation of signal transduction in absence of agonist	http://purl.obolibrary.org/obo/GO_1901099	[8, 6, 0, 5, 3, 5, 2, 0]
regulation of protein tetramer assembly	http://purl.obolibrary.org/obo/GO_1901090	[8, 1, 2, 6, 8, 5]
regulation of autophagic vacuole fusion	http://purl.obolibrary.org/obo/GO_1901096	[8, 1, 4, 2, 7, 3, 1]
chalcone catabolic process	http://purl.obolibrary.org/obo/GO_0046280	[7, 4, 8, 1, 6, 0]
cinnamic acid ester degradation	http://purl.obolibrary.org/obo/GO_0046282	[7, 4, 4, 3, 6, 0]
cinnamic acid breakdown	http://purl.obolibrary.org/obo/GO_0046281	[7, 4, 4, 3, 6, 1]
isoflavonoid breakdown	http://purl.obolibrary.org/obo/GO_0046288	[7, 4, 1, 3, 7, 0]
flavonoid phytoalexin metabolism	http://purl.obolibrary.org/obo/GO_0046285	[7, 4, 1, 3, 8]
isoflavonoid metabolic process	http://purl.obolibrary.org/obo/GO_0046287	[7, 4, 1, 3, 7, 1]
isoflavonoid phytoalexin metabolism	http://purl.obolibrary.org/obo/GO_0046289	[7, 4, 1, 3, 1]
flavonoid phytoalexin catabolism	http://purl.obolibrary.org/obo/GO_0046286	[7, 4, 1, 3, 6, 0]
anthocyanin catabolic process	http://purl.obolibrary.org/obo/GO_0046284	[7, 1, 4, 0]
anthocyanin metabolism	http://purl.obolibrary.org/obo/GO_0046283	[7, 1, 4, 1]
negative regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150118	[8, 1, 7, 0, 7, 0]
cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150115	[8, 1, 7, 0, 7, 1]
negative regulation of protein localisation to cell-cell junction	http://purl.obolibrary.org/obo/GO_0150119	[8, 1, 7, 0, 9, 0]
positive regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150117	[8, 1, 7, 0, 7, 2]
regulation of transepithelial transport	http://purl.obolibrary.org/obo/GO_0150111	[8, 6, 0, 3, 3, 2, 0]
regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150116	[8, 1, 7, 0, 7, 3]
dATP synthesis from ADP	http://purl.obolibrary.org/obo/GO_0006176	[7, 3, 2, 7, 2, 0]
dATP biosynthesis	http://purl.obolibrary.org/obo/GO_0006175	[7, 3, 2, 7, 2, 1]
GMP synthesis	http://purl.obolibrary.org/obo/GO_0006177	[7, 3, 8, 5, 0]
dADP biosynthesis	http://purl.obolibrary.org/obo/GO_0006173	[7, 3, 2, 7, 0, 0]
ADP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006172	[7, 3, 2, 7, 2, 2]
3',5'-cAMP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006171	[7, 3, 2, 1, 5]
guanine, xanthine and their nucleoside salvage	http://purl.obolibrary.org/obo/GO_0006179	[7, 3, 7, 1, 0]
dAMP synthesis	http://purl.obolibrary.org/obo/GO_0006170	[7, 3, 2, 7, 0, 1]
guanine, xanthine and their nucleoside salvage	http://purl.obolibrary.org/obo/GO_0006178	[7, 3, 7, 1, 1]
up-regulation of DOPA decarboxylase activity	http://purl.obolibrary.org/obo/GO_1903200	[8, 6, 0, 4, 5, 6, 3, 0]
subpallium cell migration	http://purl.obolibrary.org/obo/GO_0021980	[4, 4, 3, 2, 0]
pineal gland development	http://purl.obolibrary.org/obo/GO_0021982	[4, 2, 6, 0, 4, 0]
subpallium radially oriented migration	http://purl.obolibrary.org/obo/GO_0021981	[4, 4, 3, 2, 1]
neurohypophysis development	http://purl.obolibrary.org/obo/GO_0021985	[4, 2, 6, 7, 6, 0]
pituitary gland development	http://purl.obolibrary.org/obo/GO_0021983	[4, 2, 6, 7, 6, 1]
olfactory lobe development	http://purl.obolibrary.org/obo/GO_0021988	[4, 4, 5, 3, 0]
neocortex development	http://purl.obolibrary.org/obo/GO_0021987	[4, 2, 7, 9, 7, 0]
habenula development	http://purl.obolibrary.org/obo/GO_0021986	[4, 2, 7, 9, 1, 0]
anterior pituitary gland development	http://purl.obolibrary.org/obo/GO_0021984	[4, 2, 6, 7, 5]
olfactory cortex development	http://purl.obolibrary.org/obo/GO_0021989	[4, 4, 5, 3, 1]
alpha-ketoglutarate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015139	[5, 6, 2, 0, 0]
fumarate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015138	[5, 6, 2, 5, 0]
citrate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015137	[5, 6, 2, 7, 0]
uronic acid transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015133	[5, 1, 2, 3, 0]
prostaglandin/thromboxane transporter activity	http://purl.obolibrary.org/obo/GO_0015132	[5, 5, 5, 4]
sialic acid transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015136	[5, 3, 4, 5, 0]
hexuronate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015134	[5, 1, 2, 5, 0]
glucuronate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015135	[5, 1, 2, 2, 0]
oxaloacetate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015131	[5, 6, 2, 3, 0]
mevalonate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015130	[5, 5, 7, 0, 0]
GDP-alpha-D-mannosylchitobiosyldiphosphodolichol metabolic process	http://purl.obolibrary.org/obo/GO_0046376	[7, 3, 1, 0, 0]
teichoic acid metabolism	http://purl.obolibrary.org/obo/GO_0046374	[7, 7, 8, 7, 6]
dTDP-mannose metabolic process	http://purl.obolibrary.org/obo/GO_0046371	[7, 3, 1, 2, 0]
colanic acid metabolism	http://purl.obolibrary.org/obo/GO_0046377	[7, 4, 8, 0, 1, 0]
extracellular polysaccharide metabolic process	http://purl.obolibrary.org/obo/GO_0046379	[8, 6, 8, 8, 6, 0]
enterobacterial common antigen metabolism	http://purl.obolibrary.org/obo/GO_0046378	[7, 7, 8, 2, 1, 0]
fructose biosynthetic process	http://purl.obolibrary.org/obo/GO_0046370	[7, 7, 5, 2, 0, 0]
D-arabinose metabolism	http://purl.obolibrary.org/obo/GO_0046372	[7, 7, 3, 5, 0]
K antigen metabolism	http://purl.obolibrary.org/obo/GO_0046375	[7, 7, 8, 2, 1, 1]
L-arabinose metabolic process	http://purl.obolibrary.org/obo/GO_0046373	[7, 7, 3, 5, 1]
synapse disassembly	http://purl.obolibrary.org/obo/GO_0098883	[8, 1, 5, 8, 0, 0]
postsynaptic actin cytoskeleton remodelling	http://purl.obolibrary.org/obo/GO_0098885	[8, 1, 5, 1, 6, 0]
structural constituent of active zone	http://purl.obolibrary.org/obo/GO_0098882	[8, 1, 7, 6, 2, 2, 0]
modification of dendritic spine	http://purl.obolibrary.org/obo/GO_0098886	[8, 1, 7, 7, 6, 0]
postsynaptic neurotransmitter receptor endosomal trafficking	http://purl.obolibrary.org/obo/GO_0098887	[8, 6, 0, 3, 6, 3, 0]
postsynaptic neurotransmitter receptor internalization	http://purl.obolibrary.org/obo/GO_0098884	[8, 6, 0, 3, 6, 5, 0]
maintenance of postsynaptic specialization structure	http://purl.obolibrary.org/obo/GO_0098880	[8, 1, 5, 1, 3, 0]
neurotransmitter receptor insertion	http://purl.obolibrary.org/obo/GO_0098881	[8, 6, 0, 3, 6, 3, 1]
regulation of macromolecule metabolic process	http://purl.obolibrary.org/obo/GO_0060255	[8, 6, 8, 3, 0, 0]
positive regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060252	[8, 3, 5, 1, 3, 0]
regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060251	[8, 3, 5, 1, 3, 1]
negative regulation of filamentous growth	http://purl.obolibrary.org/obo/GO_0060258	[8, 6, 0, 1, 1, 1, 0]
regulation of flocculation	http://purl.obolibrary.org/obo/GO_0060256	[8, 3, 7, 1, 0]
negative regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060253	[8, 3, 5, 8, 0]
regulation of N-terminal protein palmitoylation	http://purl.obolibrary.org/obo/GO_0060254	[8, 0, 7, 3, 0]
maintenance of germ line stem-cell niche	http://purl.obolibrary.org/obo/GO_0060250	[8, 6, 4, 4, 1, 0]
negative regulation of flocculation	http://purl.obolibrary.org/obo/GO_0060257	[8, 3, 7, 1, 1]
regulation of feeding behaviour	http://purl.obolibrary.org/obo/GO_0060259	[8, 6, 2, 4, 3, 0, 0]
calcium-induced calcium release activity	http://purl.obolibrary.org/obo/GO_0048763	[5, 7, 3, 6, 0]
collenchyma cell differentiation	http://purl.obolibrary.org/obo/GO_0048761	[4, 2, 7, 6, 8, 0]
root hair cell tip growth	http://purl.obolibrary.org/obo/GO_0048768	[4, 4, 7, 2, 0]
root hair initiation	http://purl.obolibrary.org/obo/GO_0048766	[4, 4, 7, 2, 1]
