label	entity_id	search_id
Abnormally large tongue	http://purl.obolibrary.org/obo/HP_0000158	[9, 5, 0, 8, 1]
Abnormal lip	http://purl.obolibrary.org/obo/HP_0000159	[9, 5, 5, 9, 3]
Small mouth	http://purl.obolibrary.org/obo/HP_0000160	[9, 5, 0, 8, 2]
Median cleft upper lip	http://purl.obolibrary.org/obo/HP_0000161	[9, 5, 5, 6, 0]
Posterior displacement of the tongue	http://purl.obolibrary.org/obo/HP_0000162	[9, 5, 0, 0, 6, 0]
Abnormal oral cavity morphology	http://purl.obolibrary.org/obo/HP_0000163	[9, 5, 3, 4, 0, 0]
Dental anomalies	http://purl.obolibrary.org/obo/HP_0000164	[9, 3, 6, 7, 0]
Severe gum disease	http://purl.obolibrary.org/obo/HP_0000166	[9, 5, 2, 1, 6, 0]
Abnormality of the gums	http://purl.obolibrary.org/obo/HP_0000168	[9, 3, 4, 7, 0]
Gingival fibroma	http://purl.obolibrary.org/obo/HP_0000169	[9, 5, 2, 1, 4, 0]
Decreased size of tongue	http://purl.obolibrary.org/obo/HP_0000171	[9, 5, 0, 3, 0]
Abnormality of the uvula	http://purl.obolibrary.org/obo/HP_0000172	[9, 5, 3, 0, 1, 0]
Palatal anomaly	http://purl.obolibrary.org/obo/HP_0000174	[9, 5, 3, 3, 7, 0]
Cleft hard and soft palate	http://purl.obolibrary.org/obo/HP_0000175	[9, 5, 4, 1, 0]
Partial thickness cleft hard palate	http://purl.obolibrary.org/obo/HP_0000176	[9, 5, 4, 6, 0]
Anomaly of the upper lip	http://purl.obolibrary.org/obo/HP_0000177	[9, 5, 5, 9, 0, 0]
Abnormal lower lip morphology	http://purl.obolibrary.org/obo/HP_0000178	[9, 5, 5, 9, 8, 0]
Increased volume of lower lip vermilion	http://purl.obolibrary.org/obo/HP_0000179	[9, 5, 5, 5, 0]
Lingual lobules	http://purl.obolibrary.org/obo/HP_0000180	[9, 5, 0, 5, 0]
Movement abnormality of the tongue	http://purl.obolibrary.org/obo/HP_0000182	[9, 5, 0, 4, 1]
Tongue muscle weakness	http://purl.obolibrary.org/obo/HP_0000183	[9, 5, 0, 3, 1]
Cleft of soft palate	http://purl.obolibrary.org/obo/HP_0000185	[9, 5, 4, 1, 1]
Broad alveolar processes of jaw	http://purl.obolibrary.org/obo/HP_0000187	[9, 5, 2, 7, 2]
Vertical deficiency of upper lip	http://purl.obolibrary.org/obo/HP_0000188	[9, 5, 5, 7, 4, 0]
Decreased palatal width	http://purl.obolibrary.org/obo/HP_0000189	[9, 5, 4, 4, 0]
Abnormality of oral frenum	http://purl.obolibrary.org/obo/HP_0000190	[9, 5, 2, 3, 0]
Accessory oral frenum	http://purl.obolibrary.org/obo/HP_0000191	[9, 5, 2, 3, 1]
Cleft uvula	http://purl.obolibrary.org/obo/HP_0000193	[9, 5, 4, 3, 0]
Gaped jawed appearance	http://purl.obolibrary.org/obo/HP_0000194	[9, 5, 2, 9, 0, 0]
Lower lip pit	http://purl.obolibrary.org/obo/HP_0000196	[9, 5, 5, 5, 1]
Anomaly of the parotid gland	http://purl.obolibrary.org/obo/HP_0000197	[9, 5, 3, 0, 7, 0]
Missing stensen duct	http://purl.obolibrary.org/obo/HP_0000198	[9, 4, 1, 2, 4, 0]
Lingual nodules	http://purl.obolibrary.org/obo/HP_0000199	[9, 5, 0, 5, 1]
Hypoplasia of tongue frenum	http://purl.obolibrary.org/obo/HP_0000200	[9, 5, 0, 3, 2]
Pierre-robin malformation	http://purl.obolibrary.org/obo/HP_0000201	[0, 3, 2, 4, 0]
Oral clefting	http://purl.obolibrary.org/obo/HP_0000202	[9, 5, 5, 3, 8]
Cheiloschisis of upper lip	http://purl.obolibrary.org/obo/HP_0000204	[9, 5, 5, 7, 7, 0]
Pursed lips	http://purl.obolibrary.org/obo/HP_0000205	[9, 5, 5, 7, 0, 0]
Lingual inflammation	http://purl.obolibrary.org/obo/HP_0000206	[9, 5, 0, 7, 0]
Triangular mouth	http://purl.obolibrary.org/obo/HP_0000207	[9, 5, 2, 4, 0]
Limited mandibular mobility	http://purl.obolibrary.org/obo/HP_0000211	[9, 5, 2, 9, 3, 0]
Gingival enlargement	http://purl.obolibrary.org/obo/HP_0000212	[9, 5, 2, 1, 4, 1]
Lip telangiectasia	http://purl.obolibrary.org/obo/HP_0000214	[9, 5, 5, 0, 5, 0]
Thick vermilion border of upper lip	http://purl.obolibrary.org/obo/HP_0000215	[9, 5, 5, 7, 5, 0]
Secondary alveolar ridges	http://purl.obolibrary.org/obo/HP_0000216	[9, 5, 2, 7, 8]
Reduced salivation	http://purl.obolibrary.org/obo/HP_0000217	[9, 4, 1, 0, 7, 0]
Palate, high-arched	http://purl.obolibrary.org/obo/HP_0000218	[9, 5, 2, 3, 2]
Thin vermilion border of upper lip	http://purl.obolibrary.org/obo/HP_0000219	[9, 5, 5, 7, 4, 1]
Velopharyngeal dysfunction	http://purl.obolibrary.org/obo/HP_0000220	[9, 5, 3, 2, 6, 0]
Furrowed tongue	http://purl.obolibrary.org/obo/HP_0000221	[9, 5, 0, 0, 0]
Hyperkeratosis, gingival	http://purl.obolibrary.org/obo/HP_0000222	[9, 2, 4, 5, 0]
Abnormality of taste sensation	http://purl.obolibrary.org/obo/HP_0000223	[3, 5, 2, 1, 0]
Hypogeusia	http://purl.obolibrary.org/obo/HP_0000224	[3, 5, 2, 1, 1]
Gingival hemorrhage	http://purl.obolibrary.org/obo/HP_0000225	[9, 5, 2, 1, 4, 2]
Lingual angioectasias	http://purl.obolibrary.org/obo/HP_0000227	[9, 5, 0, 5, 2]
Angioectasias of the mouth	http://purl.obolibrary.org/obo/HP_0000228	[9, 5, 0, 5, 3]
Red and swollen gums	http://purl.obolibrary.org/obo/HP_0000230	[9, 5, 2, 1, 0, 0]
Eclabium of lower lip	http://purl.obolibrary.org/obo/HP_0000232	[9, 5, 5, 5, 2]
Decreased volume of lip	http://purl.obolibrary.org/obo/HP_0000233	[9, 5, 5, 5, 3]
Abnormality of the head	http://purl.obolibrary.org/obo/HP_0000234	[1, 6, 1, 4, 1]
Abnormality of the fontanelles or cranial sutures	http://purl.obolibrary.org/obo/HP_0000235	[0, 0, 7, 6, 0]
Abnormal anterior fontanelle morphology	http://purl.obolibrary.org/obo/HP_0000236	[0, 0, 7, 6, 1]
Small anterior fontanel	http://purl.obolibrary.org/obo/HP_0000237	[0, 0, 7, 2, 0]
Hydrocephaly	http://purl.obolibrary.org/obo/HP_0000238	[1, 6, 7, 0, 0]
Large fontanels	http://purl.obolibrary.org/obo/HP_0000239	[0, 0, 7, 0, 0]
Abnormality of cranium size	http://purl.obolibrary.org/obo/HP_0000240	[1, 6, 1, 7]
Biparietal bossing	http://purl.obolibrary.org/obo/HP_0000242	[9, 5, 1, 0, 3, 0]
Wedge shaped skull	http://purl.obolibrary.org/obo/HP_0000243	[1, 6, 6, 1, 0]
Brachy-turricephaly	http://purl.obolibrary.org/obo/HP_0000244	[1, 6, 7, 4, 0]
Abnormality of the sinuses	http://purl.obolibrary.org/obo/HP_0000245	[9, 5, 1, 3, 8, 0]
Sinus disease	http://purl.obolibrary.org/obo/HP_0000246	[0, 8, 5, 4, 0]
Brachycephaly	http://purl.obolibrary.org/obo/HP_0000248	[1, 6, 7, 4, 1]
Dense calvaria	http://purl.obolibrary.org/obo/HP_0000250	[1, 6, 6, 3, 0]
Decreased size of skull	http://purl.obolibrary.org/obo/HP_0000252	[1, 6, 6, 8, 0]
Progressively abnormally small cranium	http://purl.obolibrary.org/obo/HP_0000253	[1, 6, 6, 8, 1]
Acute sinusitis	http://purl.obolibrary.org/obo/HP_0000255	[0, 8, 5, 4, 1]
Large cranium	http://purl.obolibrary.org/obo/HP_0000256	[1, 6, 6, 4, 0]
Large anterior fontanelle	http://purl.obolibrary.org/obo/HP_0000260	[0, 0, 7, 2, 1]
Tall shaped skull	http://purl.obolibrary.org/obo/HP_0000262	[1, 6, 6, 3, 1]
Acrocephaly	http://purl.obolibrary.org/obo/HP_0000263	[1, 6, 7, 6, 0]
Abnormality of the mastoid	http://purl.obolibrary.org/obo/HP_0000264	[9, 5, 3, 7, 6, 0]
Mastoiditis	http://purl.obolibrary.org/obo/HP_0000265	[8, 6, 1, 0]
Asymmetry of head	http://purl.obolibrary.org/obo/HP_0000267	[1, 6, 1, 5, 0]
Long, narrow head	http://purl.obolibrary.org/obo/HP_0000268	[1, 6, 6, 4, 1]
Prominent posterior head	http://purl.obolibrary.org/obo/HP_0000269	[1, 6, 6, 4, 2]
Delayed closure of fontanelles	http://purl.obolibrary.org/obo/HP_0000270	[0, 0, 7, 5, 0]
Abnormality of the physiognomy	http://purl.obolibrary.org/obo/HP_0000271	[2, 2, 7, 2, 2, 0]
Zygomatic flattening	http://purl.obolibrary.org/obo/HP_0000272	[9, 5, 2, 2, 2, 0]
Facial grimacing	http://purl.obolibrary.org/obo/HP_0000273	[9, 5, 7, 4, 5, 0]
Small facies	http://purl.obolibrary.org/obo/HP_0000274	[9, 5, 7, 2, 0]
Decreased width of face	http://purl.obolibrary.org/obo/HP_0000275	[9, 5, 7, 7, 5]
Long facies	http://purl.obolibrary.org/obo/HP_0000276	[9, 5, 7, 3, 3, 0]
Abnormality of the mandible	http://purl.obolibrary.org/obo/HP_0000277	[9, 5, 3, 4, 2, 0]
Weak jaw	http://purl.obolibrary.org/obo/HP_0000278	[9, 5, 2, 9, 1, 0]
Rounded and heavy facial features	http://purl.obolibrary.org/obo/HP_0000280	[9, 5, 7, 3, 7, 0]
Facial swelling	http://purl.obolibrary.org/obo/HP_0000282	[9, 5, 7, 1, 0]
Transverse hyperplasia of face	http://purl.obolibrary.org/obo/HP_0000283	[9, 5, 7, 1, 1]
Eye folds	http://purl.obolibrary.org/obo/HP_0000286	[9, 0, 7, 2, 0]
Facial fat hypertrophy	http://purl.obolibrary.org/obo/HP_0000287	[9, 5, 7, 1, 2]
Abnormality of the infranasal depression	http://purl.obolibrary.org/obo/HP_0000288	[9, 5, 1, 3, 3, 0]
Increased horizontal dimension of philtrum	http://purl.obolibrary.org/obo/HP_0000289	[9, 5, 4, 4, 1]
Anomaly of the forehead	http://purl.obolibrary.org/obo/HP_0000290	[9, 5, 3, 0, 2, 0]
Malformation of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0000291	[5, 3, 0, 6, 0]
Loss of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0000292	[5, 3, 0, 6, 1]
Large cheeks	http://purl.obolibrary.org/obo/HP_0000293	[9, 5, 2, 0, 4, 0]
Low-set frontal hairline	http://purl.obolibrary.org/obo/HP_0000294	[9, 2, 0, 5, 0]
Doll-like facial appearance	http://purl.obolibrary.org/obo/HP_0000295	[9, 5, 7, 3, 8]
Facial hypotonia	http://purl.obolibrary.org/obo/HP_0000297	[9, 5, 7, 5, 2, 0]
Amimia	http://purl.obolibrary.org/obo/HP_0000298	[0, 3, 0, 6, 2, 0]
Oval facial shape	http://purl.obolibrary.org/obo/HP_0000300	[9, 5, 7, 7, 4, 0]
Abnormality of facial muscles	http://purl.obolibrary.org/obo/HP_0000301	[9, 5, 7, 8, 0]
Increased size of mandible	http://purl.obolibrary.org/obo/HP_0000303	[9, 5, 2, 6, 0]
Abnormality of the menton	http://purl.obolibrary.org/obo/HP_0000306	[9, 5, 3, 7, 4, 0]
Pointed mention region	http://purl.obolibrary.org/obo/HP_0000307	[9, 3, 0, 3, 0]
Small retruded chin	http://purl.obolibrary.org/obo/HP_0000308	[9, 5, 2, 0, 2, 0]
Malformation of the midface	http://purl.obolibrary.org/obo/HP_0000309	[9, 5, 2, 2, 6, 0]
Round face	http://purl.obolibrary.org/obo/HP_0000311	[9, 5, 7, 7, 4, 1]
Anomaly of the orbital region of the face	http://purl.obolibrary.org/obo/HP_0000315	[9, 5, 3, 5, 0, 0]
Increased distance between eyes	http://purl.obolibrary.org/obo/HP_0000316	[9, 4, 5, 3, 0, 0]
Involuntary facial quivering	http://purl.obolibrary.org/obo/HP_0000317	[3, 8, 2, 4, 0]
Simple philtrum	http://purl.obolibrary.org/obo/HP_0000319	[9, 5, 4, 0, 0]
Bird-like facies	http://purl.obolibrary.org/obo/HP_0000320	[9, 5, 7, 3, 1]
Square facies	http://purl.obolibrary.org/obo/HP_0000321	[9, 5, 7, 7, 1, 0]
Decreased length of philtrum	http://purl.obolibrary.org/obo/HP_0000322	[9, 5, 4, 4, 2]
Uneven face	http://purl.obolibrary.org/obo/HP_0000324	[9, 5, 7, 7, 0]
Triangular facies	http://purl.obolibrary.org/obo/HP_0000325	[9, 5, 7, 7, 1, 1]
Deformity of the upper jaw bones	http://purl.obolibrary.org/obo/HP_0000326	[9, 5, 3, 4, 5, 0]
Retrognathia of upper jaw	http://purl.obolibrary.org/obo/HP_0000327	[9, 5, 2, 4, 1]
Facial hemangioma	http://purl.obolibrary.org/obo/HP_0000329	[9, 5, 5, 0, 1]
Decreased height of chin	http://purl.obolibrary.org/obo/HP_0000331	[9, 5, 2, 0, 2, 1]
Prominent brow	http://purl.obolibrary.org/obo/HP_0000336	[9, 5, 6, 4, 0]
Increased bitemporal width	http://purl.obolibrary.org/obo/HP_0000337	[9, 5, 2, 0, 5, 0]
Hypomimic face	http://purl.obolibrary.org/obo/HP_0000338	[9, 5, 7, 2, 1]
Pugilistic facies	http://purl.obolibrary.org/obo/HP_0000339	[9, 5, 7, 3, 0]
Inclined forehead	http://purl.obolibrary.org/obo/HP_0000340	[9, 5, 6, 1, 0]
Decreased width of the forehead	http://purl.obolibrary.org/obo/HP_0000341	[9, 5, 7, 7, 3, 0]
Increased length of philtrum	http://purl.obolibrary.org/obo/HP_0000343	[9, 5, 4, 4, 3]
Whistling facial appearance	http://purl.obolibrary.org/obo/HP_0000346	[9, 5, 7, 3, 7, 1]
Mandibular micrognathia	http://purl.obolibrary.org/obo/HP_0000347	[9, 5, 2, 9, 3, 1]
High forehead	http://purl.obolibrary.org/obo/HP_0000348	[9, 5, 6, 1, 1]
Pointed frontal hairline	http://purl.obolibrary.org/obo/HP_0000349	[9, 2, 0, 5, 1]
Small forehead	http://purl.obolibrary.org/obo/HP_0000350	[9, 5, 7, 7, 3, 1]
Malformed pinnae	http://purl.obolibrary.org/obo/HP_0000356	[9, 6, 2, 7, 0]
Abnormal location of ears	http://purl.obolibrary.org/obo/HP_0000357	[9, 6, 4, 4, 0]
Posteriorly rotated ears	http://purl.obolibrary.org/obo/HP_0000358	[9, 6, 6, 8, 0]
Inner ear abnormality	http://purl.obolibrary.org/obo/HP_0000359	[9, 6, 4, 2, 0]
