label	entity_id	search_id
Glomerulonephritis	http://purl.obolibrary.org/obo/HP_0000099	[3, 6, 9, 0, 6, 0]
Nephrosis	http://purl.obolibrary.org/obo/HP_0000100	[3, 6, 6, 3, 1, 0]
Increased urine output	http://purl.obolibrary.org/obo/HP_0000103	[3, 7, 4, 2, 6, 0]
Missing kidney	http://purl.obolibrary.org/obo/HP_0000104	[3, 6, 6, 7, 7, 0]
Nephromegaly	http://purl.obolibrary.org/obo/HP_0000105	[3, 6, 6, 6, 5]
Cystic kidney disease	http://purl.obolibrary.org/obo/HP_0000107	[3, 6, 6, 5, 2]
Renal corticomedullary cystic disease	http://purl.obolibrary.org/obo/HP_0000108	[3, 6, 6, 1, 2]
Renal adysplasia	http://purl.obolibrary.org/obo/HP_0000110	[3, 6, 6, 7, 3, 0]
Renal juxtaglomerular cell hypertrophy/hyperplasia	http://purl.obolibrary.org/obo/HP_0000111	[3, 6, 9, 1, 4, 1]
Kidney disease	http://purl.obolibrary.org/obo/HP_0000112	[3, 6, 9, 0, 1, 0]
Polycystic kidney dysplasia	http://purl.obolibrary.org/obo/HP_0000113	[3, 6, 6, 5, 7, 0]
Selective proximal tubular damage	http://purl.obolibrary.org/obo/HP_0000114	[3, 6, 6, 8, 6]
Tubular phosphate reabsorption low	http://purl.obolibrary.org/obo/HP_0000117	[9, 7, 1, 0, 0]
Abnormality of the GU system	http://purl.obolibrary.org/obo/HP_0000119	[3, 5, 6, 6, 6, 1]
Increased calcium level in kidney	http://purl.obolibrary.org/obo/HP_0000121	[3, 6, 6, 6, 4]
Single kidney	http://purl.obolibrary.org/obo/HP_0000122	[3, 6, 6, 7, 8, 0]
Nephritis	http://purl.obolibrary.org/obo/HP_0000123	[3, 6, 9, 0, 1, 1]
Renal tubular dysfunction	http://purl.obolibrary.org/obo/HP_0000124	[3, 6, 6, 8, 8]
Pelvic kidney	http://purl.obolibrary.org/obo/HP_0000125	[3, 6, 6, 4, 5]
Hydronephrosis	http://purl.obolibrary.org/obo/HP_0000126	[3, 6, 6, 3, 1, 1]
Salt wasting	http://purl.obolibrary.org/obo/HP_0000127	[9, 7, 7, 7, 0]
Renal potassium wasting	http://purl.obolibrary.org/obo/HP_0000128	[9, 6, 4, 5, 0]
Uterine abnormalities	http://purl.obolibrary.org/obo/HP_0000130	[3, 5, 7, 4, 0, 0]
Uterine leiomyoma	http://purl.obolibrary.org/obo/HP_0000131	[3, 5, 7, 1, 5]
Menorrhagia	http://purl.obolibrary.org/obo/HP_0000132	[3, 5, 1, 3, 0]
Mixed gonadal dysgenesis	http://purl.obolibrary.org/obo/HP_0000133	[3, 5, 6, 3, 1]
Female hypogonadism	http://purl.obolibrary.org/obo/HP_0000134	[3, 5, 2, 3, 2]
Hypogonadism	http://purl.obolibrary.org/obo/HP_0000135	[3, 5, 2, 3, 3]
Bifid uterus	http://purl.obolibrary.org/obo/HP_0000136	[3, 5, 7, 4, 4, 0]
Abnormality of the ovaries	http://purl.obolibrary.org/obo/HP_0000137	[3, 5, 5, 5, 0]
Ovarian cyst	http://purl.obolibrary.org/obo/HP_0000138	[3, 5, 5, 1, 0]
Sagging uterus	http://purl.obolibrary.org/obo/HP_0000139	[3, 5, 7, 4, 5, 0]
Menstrual abnormalities	http://purl.obolibrary.org/obo/HP_0000140	[3, 5, 1, 3, 1]
Abnormal absence of menstruation	http://purl.obolibrary.org/obo/HP_0000141	[3, 5, 1, 8, 0]
Vaginal malformation	http://purl.obolibrary.org/obo/HP_0000142	[3, 5, 7, 2, 7]
Abnormal connection between rectum and vagina	http://purl.obolibrary.org/obo/HP_0000143	[3, 7, 6, 1, 6, 0]
Abnormal fertility	http://purl.obolibrary.org/obo/HP_0000144	[3, 5, 6, 2, 0]
Transverse vaginal septum	http://purl.obolibrary.org/obo/HP_0000145	[3, 5, 7, 0, 0]
Sclerocystic ovaries	http://purl.obolibrary.org/obo/HP_0000147	[3, 5, 5, 1, 1]
Abnormally closed or absent vagina	http://purl.obolibrary.org/obo/HP_0000148	[3, 5, 7, 2, 5, 0]
Ovarian gonadoblastoma	http://purl.obolibrary.org/obo/HP_0000149	[3, 5, 5, 6, 0]
Gonadoblastoma	http://purl.obolibrary.org/obo/HP_0000150	[3, 5, 5, 0, 0]
Aplasia of the uterus	http://purl.obolibrary.org/obo/HP_0000151	[3, 5, 7, 4, 0, 1]
Abnormality of head or neck	http://purl.obolibrary.org/obo/HP_0000152	[6, 3, 1, 8, 0]
Abnormal mouth	http://purl.obolibrary.org/obo/HP_0000153	[1, 2, 5, 0, 5, 0]
Large mouth	http://purl.obolibrary.org/obo/HP_0000154	[1, 2, 5, 0, 4, 0]
Mouth ulcer	http://purl.obolibrary.org/obo/HP_0000155	[1, 0, 6, 5, 4, 0]
Glossal abnormality	http://purl.obolibrary.org/obo/HP_0000157	[1, 2, 2, 4, 0]
Abnormally large tongue	http://purl.obolibrary.org/obo/HP_0000158	[1, 2, 2, 3, 0]
Abnormal lip	http://purl.obolibrary.org/obo/HP_0000159	[1, 2, 4, 8, 1]
Small mouth	http://purl.obolibrary.org/obo/HP_0000160	[1, 2, 5, 0, 4, 1]
Median cleft upper lip	http://purl.obolibrary.org/obo/HP_0000161	[1, 2, 4, 0, 0]
Posterior displacement of the tongue	http://purl.obolibrary.org/obo/HP_0000162	[1, 2, 2, 5, 0]
Abnormal oral cavity morphology	http://purl.obolibrary.org/obo/HP_0000163	[1, 2, 5, 0, 7]
Dental anomalies	http://purl.obolibrary.org/obo/HP_0000164	[1, 7, 0, 7, 0]
Severe gum disease	http://purl.obolibrary.org/obo/HP_0000166	[1, 0, 7, 5, 0]
Abnormality of the gums	http://purl.obolibrary.org/obo/HP_0000168	[1, 0, 7, 2, 0]
Gingival fibroma	http://purl.obolibrary.org/obo/HP_0000169	[1, 0, 7, 1, 0]
Decreased size of tongue	http://purl.obolibrary.org/obo/HP_0000171	[1, 2, 2, 6, 0]
Abnormality of the uvula	http://purl.obolibrary.org/obo/HP_0000172	[1, 2, 7, 4, 0]
Palatal anomaly	http://purl.obolibrary.org/obo/HP_0000174	[1, 2, 7, 0, 0]
Cleft hard and soft palate	http://purl.obolibrary.org/obo/HP_0000175	[1, 2, 7, 5, 0]
Partial thickness cleft hard palate	http://purl.obolibrary.org/obo/HP_0000176	[1, 2, 7, 9, 5]
Anomaly of the upper lip	http://purl.obolibrary.org/obo/HP_0000177	[1, 2, 4, 3, 0]
Abnormal lower lip morphology	http://purl.obolibrary.org/obo/HP_0000178	[1, 2, 4, 7, 0]
Increased volume of lower lip vermilion	http://purl.obolibrary.org/obo/HP_0000179	[1, 2, 4, 7, 3]
Lingual lobules	http://purl.obolibrary.org/obo/HP_0000180	[1, 2, 2, 0, 4, 0]
Movement abnormality of the tongue	http://purl.obolibrary.org/obo/HP_0000182	[1, 2, 2, 4, 1]
Tongue muscle weakness	http://purl.obolibrary.org/obo/HP_0000183	[1, 2, 2, 6, 1]
Cleft of soft palate	http://purl.obolibrary.org/obo/HP_0000185	[1, 2, 7, 9, 6, 0]
Broad alveolar processes of jaw	http://purl.obolibrary.org/obo/HP_0000187	[3, 2, 5, 0, 0]
Vertical deficiency of upper lip	http://purl.obolibrary.org/obo/HP_0000188	[1, 2, 4, 3, 2, 0]
Decreased palatal width	http://purl.obolibrary.org/obo/HP_0000189	[1, 2, 7, 0, 1]
Abnormality of oral frenum	http://purl.obolibrary.org/obo/HP_0000190	[1, 2, 2, 2, 0]
Accessory oral frenum	http://purl.obolibrary.org/obo/HP_0000191	[1, 2, 2, 2, 1]
Cleft uvula	http://purl.obolibrary.org/obo/HP_0000193	[1, 2, 7, 4, 1]
Gaped jawed appearance	http://purl.obolibrary.org/obo/HP_0000194	[1, 2, 5, 9, 0]
Lower lip pit	http://purl.obolibrary.org/obo/HP_0000196	[1, 2, 4, 7, 2]
Anomaly of the parotid gland	http://purl.obolibrary.org/obo/HP_0000197	[1, 2, 3, 5]
Missing stensen duct	http://purl.obolibrary.org/obo/HP_0000198	[1, 1, 1, 1, 0]
Lingual nodules	http://purl.obolibrary.org/obo/HP_0000199	[1, 2, 2, 0, 4, 1]
Hypoplasia of tongue frenum	http://purl.obolibrary.org/obo/HP_0000200	[1, 2, 2, 2, 2]
Pierre-robin malformation	http://purl.obolibrary.org/obo/HP_0000201	[1, 2, 5, 0, 6]
Oral clefting	http://purl.obolibrary.org/obo/HP_0000202	[1, 2, 7, 5, 1]
Cheiloschisis of upper lip	http://purl.obolibrary.org/obo/HP_0000204	[1, 2, 4, 0, 1]
Pursed lips	http://purl.obolibrary.org/obo/HP_0000205	[1, 2, 4, 8, 2]
Lingual inflammation	http://purl.obolibrary.org/obo/HP_0000206	[1, 2, 2, 1, 0]
Triangular mouth	http://purl.obolibrary.org/obo/HP_0000207	[1, 2, 5, 9, 1]
Limited mandibular mobility	http://purl.obolibrary.org/obo/HP_0000211	[1, 2, 5, 8, 4, 0]
Gingival enlargement	http://purl.obolibrary.org/obo/HP_0000212	[1, 0, 7, 1, 1]
Lip telangiectasia	http://purl.obolibrary.org/obo/HP_0000214	[1, 2, 4, 6, 0]
Thick vermilion border of upper lip	http://purl.obolibrary.org/obo/HP_0000215	[1, 2, 4, 3, 5]
Secondary alveolar ridges	http://purl.obolibrary.org/obo/HP_0000216	[3, 2, 5, 0, 1]
Reduced salivation	http://purl.obolibrary.org/obo/HP_0000217	[1, 1, 1, 0, 0]
Palate, high-arched	http://purl.obolibrary.org/obo/HP_0000218	[1, 2, 7, 0, 2]
Thin vermilion border of upper lip	http://purl.obolibrary.org/obo/HP_0000219	[1, 2, 4, 3, 1]
Velopharyngeal dysfunction	http://purl.obolibrary.org/obo/HP_0000220	[1, 2, 7, 8, 4, 0]
Furrowed tongue	http://purl.obolibrary.org/obo/HP_0000221	[1, 2, 2, 5, 1]
Hyperkeratosis, gingival	http://purl.obolibrary.org/obo/HP_0000222	[1, 0, 7, 1, 2]
Abnormality of taste sensation	http://purl.obolibrary.org/obo/HP_0000223	[7, 1, 0, 9, 0]
Hypogeusia	http://purl.obolibrary.org/obo/HP_0000224	[7, 1, 0, 9, 1]
Gingival hemorrhage	http://purl.obolibrary.org/obo/HP_0000225	[1, 0, 7, 1, 3]
Lingual angioectasias	http://purl.obolibrary.org/obo/HP_0000227	[1, 2, 2, 7, 0]
Angioectasias of the mouth	http://purl.obolibrary.org/obo/HP_0000228	[1, 0, 0, 1, 4, 0]
Red and swollen gums	http://purl.obolibrary.org/obo/HP_0000230	[1, 0, 7, 5, 1]
Eclabium of lower lip	http://purl.obolibrary.org/obo/HP_0000232	[1, 2, 4, 7, 1]
Decreased volume of lip	http://purl.obolibrary.org/obo/HP_0000233	[1, 2, 4, 7, 4, 0]
Abnormality of the head	http://purl.obolibrary.org/obo/HP_0000234	[6, 1, 6, 9, 3, 0]
Abnormality of the fontanelles or cranial sutures	http://purl.obolibrary.org/obo/HP_0000235	[6, 0, 0, 0]
Abnormal anterior fontanelle morphology	http://purl.obolibrary.org/obo/HP_0000236	[6, 0, 2, 0]
Small anterior fontanel	http://purl.obolibrary.org/obo/HP_0000237	[6, 0, 2, 1]
Hydrocephaly	http://purl.obolibrary.org/obo/HP_0000238	[6, 1, 6, 0, 0]
Large fontanels	http://purl.obolibrary.org/obo/HP_0000239	[6, 0, 8, 0]
Abnormality of cranium size	http://purl.obolibrary.org/obo/HP_0000240	[6, 1, 6, 5, 0, 0]
Biparietal bossing	http://purl.obolibrary.org/obo/HP_0000242	[6, 1, 6, 4, 0]
Wedge shaped skull	http://purl.obolibrary.org/obo/HP_0000243	[6, 1, 6, 8, 0]
Brachy-turricephaly	http://purl.obolibrary.org/obo/HP_0000244	[6, 1, 6, 2, 0, 0]
Abnormality of the sinuses	http://purl.obolibrary.org/obo/HP_0000245	[1, 2, 5, 6, 4, 0]
Sinus disease	http://purl.obolibrary.org/obo/HP_0000246	[3, 8, 5, 9, 0]
Brachycephaly	http://purl.obolibrary.org/obo/HP_0000248	[6, 1, 6, 2, 0, 1]
Dense calvaria	http://purl.obolibrary.org/obo/HP_0000250	[6, 1, 6, 1, 0]
Decreased size of skull	http://purl.obolibrary.org/obo/HP_0000252	[6, 1, 6, 5, 0, 1]
Progressively abnormally small cranium	http://purl.obolibrary.org/obo/HP_0000253	[6, 1, 6, 5, 4, 0]
Acute sinusitis	http://purl.obolibrary.org/obo/HP_0000255	[3, 8, 5, 9, 1]
Large cranium	http://purl.obolibrary.org/obo/HP_0000256	[6, 1, 6, 5, 6, 0]
Large anterior fontanelle	http://purl.obolibrary.org/obo/HP_0000260	[6, 0, 8, 1]
Tall shaped skull	http://purl.obolibrary.org/obo/HP_0000262	[6, 1, 6, 1, 1]
Acrocephaly	http://purl.obolibrary.org/obo/HP_0000263	[6, 1, 6, 2, 1, 0]
Abnormality of the mastoid	http://purl.obolibrary.org/obo/HP_0000264	[6, 1, 6, 4, 1]
Mastoiditis	http://purl.obolibrary.org/obo/HP_0000265	[6, 1, 6, 4, 2]
Asymmetry of head	http://purl.obolibrary.org/obo/HP_0000267	[6, 1, 6, 9, 1, 0]
Long, narrow head	http://purl.obolibrary.org/obo/HP_0000268	[6, 1, 6, 5, 7, 0]
Prominent posterior head	http://purl.obolibrary.org/obo/HP_0000269	[6, 1, 6, 5, 7, 1]
Delayed closure of fontanelles	http://purl.obolibrary.org/obo/HP_0000270	[6, 0, 1, 0]
Abnormality of the physiognomy	http://purl.obolibrary.org/obo/HP_0000271	[6, 6, 6, 2, 0]
Zygomatic flattening	http://purl.obolibrary.org/obo/HP_0000272	[1, 2, 0, 5, 8, 0]
Facial grimacing	http://purl.obolibrary.org/obo/HP_0000273	[7, 1, 6, 9, 0]
Small facies	http://purl.obolibrary.org/obo/HP_0000274	[1, 2, 0, 1, 1, 0]
Decreased width of face	http://purl.obolibrary.org/obo/HP_0000275	[1, 2, 0, 1, 1, 1]
Long facies	http://purl.obolibrary.org/obo/HP_0000276	[1, 2, 0, 1, 8, 0]
Abnormality of the mandible	http://purl.obolibrary.org/obo/HP_0000277	[1, 2, 5, 2, 3]
Weak jaw	http://purl.obolibrary.org/obo/HP_0000278	[1, 2, 5, 8, 0, 0]
Rounded and heavy facial features	http://purl.obolibrary.org/obo/HP_0000280	[1, 2, 0, 1, 5, 0]
Facial swelling	http://purl.obolibrary.org/obo/HP_0000282	[1, 2, 0, 0, 1, 0]
Transverse hyperplasia of face	http://purl.obolibrary.org/obo/HP_0000283	[1, 2, 0, 1, 8, 1]
Eye folds	http://purl.obolibrary.org/obo/HP_0000286	[1, 1, 7, 5, 0]
Facial fat hypertrophy	http://purl.obolibrary.org/obo/HP_0000287	[1, 2, 0, 4, 4, 0]
Abnormality of the infranasal depression	http://purl.obolibrary.org/obo/HP_0000288	[1, 2, 7, 3, 1]
Increased horizontal dimension of philtrum	http://purl.obolibrary.org/obo/HP_0000289	[1, 2, 7, 3, 2, 0]
Anomaly of the forehead	http://purl.obolibrary.org/obo/HP_0000290	[1, 2, 0, 3, 2]
Malformation of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0000291	[3, 9, 3, 2, 0]
Loss of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0000292	[3, 9, 3, 2, 1]
Large cheeks	http://purl.obolibrary.org/obo/HP_0000293	[1, 2, 0, 5, 7, 0]
Low-set frontal hairline	http://purl.obolibrary.org/obo/HP_0000294	[1, 6, 3, 0]
Doll-like facial appearance	http://purl.obolibrary.org/obo/HP_0000295	[1, 2, 0, 1, 0, 0]
Facial hypotonia	http://purl.obolibrary.org/obo/HP_0000297	[7, 3, 7, 8, 0]
Amimia	http://purl.obolibrary.org/obo/HP_0000298	[3, 3, 2, 5, 7, 0]
Oval facial shape	http://purl.obolibrary.org/obo/HP_0000300	[1, 2, 0, 1, 4, 0]
Abnormality of facial muscles	http://purl.obolibrary.org/obo/HP_0000301	[1, 2, 0, 4, 1, 0]
Increased size of mandible	http://purl.obolibrary.org/obo/HP_0000303	[1, 2, 5, 2, 0, 0]
Abnormality of the menton	http://purl.obolibrary.org/obo/HP_0000306	[1, 2, 5, 3, 0]
Pointed mention region	http://purl.obolibrary.org/obo/HP_0000307	[1, 7, 6, 8, 0]
Small retruded chin	http://purl.obolibrary.org/obo/HP_0000308	[1, 2, 5, 3, 1]
Malformation of the midface	http://purl.obolibrary.org/obo/HP_0000309	[1, 2, 0, 5, 2, 0]
Round face	http://purl.obolibrary.org/obo/HP_0000311	[1, 2, 0, 1, 4, 1]
Anomaly of the orbital region of the face	http://purl.obolibrary.org/obo/HP_0000315	[1, 2, 0, 8, 0]
Increased distance between eyes	http://purl.obolibrary.org/obo/HP_0000316	[7, 4, 7, 3, 0]
Involuntary facial quivering	http://purl.obolibrary.org/obo/HP_0000317	[7, 3, 6, 7, 0]
Simple philtrum	http://purl.obolibrary.org/obo/HP_0000319	[1, 2, 7, 3, 6]
Bird-like facies	http://purl.obolibrary.org/obo/HP_0000320	[1, 2, 0, 1, 0, 1]
Square facies	http://purl.obolibrary.org/obo/HP_0000321	[1, 2, 0, 1, 6, 0]
Decreased length of philtrum	http://purl.obolibrary.org/obo/HP_0000322	[1, 2, 7, 3, 7, 0]
Uneven face	http://purl.obolibrary.org/obo/HP_0000324	[1, 2, 0, 1, 4, 2]
Triangular facies	http://purl.obolibrary.org/obo/HP_0000325	[1, 2, 0, 1, 6, 1]
Deformity of the upper jaw bones	http://purl.obolibrary.org/obo/HP_0000326	[1, 2, 5, 5, 0]
Retrognathia of upper jaw	http://purl.obolibrary.org/obo/HP_0000327	[1, 2, 5, 5, 1]
Facial hemangioma	http://purl.obolibrary.org/obo/HP_0000329	[1, 3, 5, 0, 0]
Decreased height of chin	http://purl.obolibrary.org/obo/HP_0000331	[1, 2, 5, 3, 2]
Prominent brow	http://purl.obolibrary.org/obo/HP_0000336	[1, 2, 0, 8, 1]
Increased bitemporal width	http://purl.obolibrary.org/obo/HP_0000337	[1, 2, 0, 0, 0, 0]
Hypomimic face	http://purl.obolibrary.org/obo/HP_0000338	[7, 1, 6, 5, 0]
Pugilistic facies	http://purl.obolibrary.org/obo/HP_0000339	[1, 2, 0, 1, 5, 1]
Inclined forehead	http://purl.obolibrary.org/obo/HP_0000340	[1, 2, 0, 3, 3, 0]
Decreased width of the forehead	http://purl.obolibrary.org/obo/HP_0000341	[1, 2, 0, 3, 7, 0]
Increased length of philtrum	http://purl.obolibrary.org/obo/HP_0000343	[1, 2, 7, 3, 2, 1]
Whistling facial appearance	http://purl.obolibrary.org/obo/HP_0000346	[1, 2, 0, 1, 5, 2]
Mandibular micrognathia	http://purl.obolibrary.org/obo/HP_0000347	[1, 2, 5, 8, 4, 1]
High forehead	http://purl.obolibrary.org/obo/HP_0000348	[1, 2, 0, 3, 8, 0]
Pointed frontal hairline	http://purl.obolibrary.org/obo/HP_0000349	[1, 6, 3, 3, 0]
Small forehead	http://purl.obolibrary.org/obo/HP_0000350	[1, 2, 0, 3, 7, 1]
Malformed pinnae	http://purl.obolibrary.org/obo/HP_0000356	[1, 5, 7, 7, 0]
Abnormal location of ears	http://purl.obolibrary.org/obo/HP_0000357	[1, 5, 4, 0, 0]
Posteriorly rotated ears	http://purl.obolibrary.org/obo/HP_0000358	[1, 5, 4, 0, 1]
Inner ear abnormality	http://purl.obolibrary.org/obo/HP_0000359	[1, 5, 3, 0, 0]
