label	entity_id	search_id
Increased urine output	http://purl.obolibrary.org/obo/HP_0000103	[3, 4, 3, 0]
Missing kidney	http://purl.obolibrary.org/obo/HP_0000104	[3, 7, 3, 1]
Nephromegaly	http://purl.obolibrary.org/obo/HP_0000105	[3, 7, 7, 5, 1, 0]
Cystic kidney disease	http://purl.obolibrary.org/obo/HP_0000107	[3, 7, 7, 0, 9]
Renal corticomedullary cystic disease	http://purl.obolibrary.org/obo/HP_0000108	[3, 7, 7, 4, 4]
Renal adysplasia	http://purl.obolibrary.org/obo/HP_0000110	[3, 7, 7, 5, 3, 0]
Renal juxtaglomerular cell hypertrophy/hyperplasia	http://purl.obolibrary.org/obo/HP_0000111	[3, 7, 2, 4, 1]
Kidney disease	http://purl.obolibrary.org/obo/HP_0000112	[3, 4, 0, 1]
Polycystic kidney dysplasia	http://purl.obolibrary.org/obo/HP_0000113	[3, 7, 7, 0, 4]
Selective proximal tubular damage	http://purl.obolibrary.org/obo/HP_0000114	[6, 1, 1, 1, 0, 0]
Tubular phosphate reabsorption low	http://purl.obolibrary.org/obo/HP_0000117	[3, 3, 1, 0, 0]
Abnormality of the GU system	http://purl.obolibrary.org/obo/HP_0000119	[7, 0, 8, 1, 8, 0]
Increased calcium level in kidney	http://purl.obolibrary.org/obo/HP_0000121	[3, 7, 7, 7, 0]
Single kidney	http://purl.obolibrary.org/obo/HP_0000122	[3, 7, 3, 2]
Nephritis	http://purl.obolibrary.org/obo/HP_0000123	[3, 4, 8, 1]
Renal tubular dysfunction	http://purl.obolibrary.org/obo/HP_0000124	[6, 1, 1, 1, 1, 0]
Pelvic kidney	http://purl.obolibrary.org/obo/HP_0000125	[3, 7, 1, 7, 1]
Hydronephrosis	http://purl.obolibrary.org/obo/HP_0000126	[7, 0, 5, 1, 1, 0]
Salt wasting	http://purl.obolibrary.org/obo/HP_0000127	[3, 3, 1, 1]
Renal potassium wasting	http://purl.obolibrary.org/obo/HP_0000128	[3, 3, 9, 0]
Uterine abnormalities	http://purl.obolibrary.org/obo/HP_0000130	[7, 0, 8, 8, 4, 1]
Uterine leiomyoma	http://purl.obolibrary.org/obo/HP_0000131	[7, 0, 8, 8, 2, 0]
Menorrhagia	http://purl.obolibrary.org/obo/HP_0000132	[7, 0, 7, 8, 5]
Mixed gonadal dysgenesis	http://purl.obolibrary.org/obo/HP_0000133	[7, 0, 8, 6, 6, 0]
Female hypogonadism	http://purl.obolibrary.org/obo/HP_0000134	[7, 0, 7, 0, 3]
Hypogonadism	http://purl.obolibrary.org/obo/HP_0000135	[7, 0, 7, 0, 5, 1]
Bifid uterus	http://purl.obolibrary.org/obo/HP_0000136	[7, 0, 8, 8, 1, 4, 0]
Abnormality of the ovaries	http://purl.obolibrary.org/obo/HP_0000137	[7, 0, 8, 6, 5, 1]
Ovarian cyst	http://purl.obolibrary.org/obo/HP_0000138	[7, 0, 9, 3, 8, 0]
Sagging uterus	http://purl.obolibrary.org/obo/HP_0000139	[7, 0, 8, 3, 3, 0]
Menstrual abnormalities	http://purl.obolibrary.org/obo/HP_0000140	[7, 0, 7, 8, 3]
Abnormal absence of menstruation	http://purl.obolibrary.org/obo/HP_0000141	[7, 0, 7, 8, 6, 0]
Vaginal malformation	http://purl.obolibrary.org/obo/HP_0000142	[7, 0, 8, 7, 1, 0, 0]
Abnormal connection between rectum and vagina	http://purl.obolibrary.org/obo/HP_0000143	[7, 0, 8, 1, 0, 0]
Abnormal fertility	http://purl.obolibrary.org/obo/HP_0000144	[7, 0, 7, 4, 0]
Transverse vaginal septum	http://purl.obolibrary.org/obo/HP_0000145	[7, 0, 8, 7, 0, 0]
Sclerocystic ovaries	http://purl.obolibrary.org/obo/HP_0000147	[7, 0, 9, 3, 0, 0]
Abnormally closed or absent vagina	http://purl.obolibrary.org/obo/HP_0000148	[7, 0, 8, 6, 3, 0]
Ovarian gonadoblastoma	http://purl.obolibrary.org/obo/HP_0000149	[7, 0, 9, 1, 2, 1]
Gonadoblastoma	http://purl.obolibrary.org/obo/HP_0000150	[7, 0, 9, 1, 2, 2]
Aplasia of the uterus	http://purl.obolibrary.org/obo/HP_0000151	[7, 0, 8, 8, 4, 2]
Abnormality of head or neck	http://purl.obolibrary.org/obo/HP_0000152	[7, 5, 3, 9, 0]
Abnormal mouth	http://purl.obolibrary.org/obo/HP_0000153	[7, 5, 4, 8, 1, 0]
Large mouth	http://purl.obolibrary.org/obo/HP_0000154	[7, 5, 4, 0, 9, 0]
Mouth ulcer	http://purl.obolibrary.org/obo/HP_0000155	[7, 0, 6, 1, 0, 0]
Glossal abnormality	http://purl.obolibrary.org/obo/HP_0000157	[7, 5, 4, 8, 1, 1]
Abnormally large tongue	http://purl.obolibrary.org/obo/HP_0000158	[7, 5, 8, 2, 7, 0]
Abnormal lip	http://purl.obolibrary.org/obo/HP_0000159	[7, 5, 1, 2, 0]
Small mouth	http://purl.obolibrary.org/obo/HP_0000160	[7, 5, 4, 0, 9, 1]
Median cleft upper lip	http://purl.obolibrary.org/obo/HP_0000161	[7, 5, 1, 4, 2, 0]
Posterior displacement of the tongue	http://purl.obolibrary.org/obo/HP_0000162	[7, 5, 8, 5, 0, 4, 0]
Abnormal oral cavity morphology	http://purl.obolibrary.org/obo/HP_0000163	[7, 5, 4, 0, 6, 0]
Dental anomalies	http://purl.obolibrary.org/obo/HP_0000164	[4, 4, 8, 0]
Severe gum disease	http://purl.obolibrary.org/obo/HP_0000166	[7, 0, 6, 6, 1, 0]
Abnormality of the gums	http://purl.obolibrary.org/obo/HP_0000168	[7, 0, 6, 6, 0, 0]
Gingival fibroma	http://purl.obolibrary.org/obo/HP_0000169	[7, 4, 1, 1, 5, 0]
Decreased size of tongue	http://purl.obolibrary.org/obo/HP_0000171	[7, 5, 8, 5, 1, 0]
Abnormality of the uvula	http://purl.obolibrary.org/obo/HP_0000172	[7, 5, 4, 9, 8]
Palatal anomaly	http://purl.obolibrary.org/obo/HP_0000174	[7, 5, 4, 4, 6, 0]
Cleft hard and soft palate	http://purl.obolibrary.org/obo/HP_0000175	[7, 5, 4, 4, 4, 0]
Partial thickness cleft hard palate	http://purl.obolibrary.org/obo/HP_0000176	[7, 5, 4, 4, 1, 0]
Anomaly of the upper lip	http://purl.obolibrary.org/obo/HP_0000177	[7, 5, 1, 5, 0]
Abnormal lower lip morphology	http://purl.obolibrary.org/obo/HP_0000178	[7, 5, 1, 3, 0]
Increased volume of lower lip vermilion	http://purl.obolibrary.org/obo/HP_0000179	[7, 5, 1, 3, 1]
Lingual lobules	http://purl.obolibrary.org/obo/HP_0000180	[7, 5, 8, 5, 0, 1, 0]
Movement abnormality of the tongue	http://purl.obolibrary.org/obo/HP_0000182	[7, 5, 4, 6, 1, 0]
Tongue muscle weakness	http://purl.obolibrary.org/obo/HP_0000183	[7, 5, 4, 6, 1, 1]
Cleft of soft palate	http://purl.obolibrary.org/obo/HP_0000185	[7, 5, 4, 4, 2, 0]
Broad alveolar processes of jaw	http://purl.obolibrary.org/obo/HP_0000187	[7, 5, 4, 7, 5, 0]
Vertical deficiency of upper lip	http://purl.obolibrary.org/obo/HP_0000188	[7, 5, 1, 5, 1]
Decreased palatal width	http://purl.obolibrary.org/obo/HP_0000189	[7, 5, 4, 4, 0, 0]
Abnormality of oral frenum	http://purl.obolibrary.org/obo/HP_0000190	[7, 5, 4, 0, 6, 1]
Accessory oral frenum	http://purl.obolibrary.org/obo/HP_0000191	[7, 5, 4, 0, 1]
Cleft uvula	http://purl.obolibrary.org/obo/HP_0000193	[7, 5, 4, 9, 6]
Gaped jawed appearance	http://purl.obolibrary.org/obo/HP_0000194	[7, 5, 4, 2, 6, 0]
Lower lip pit	http://purl.obolibrary.org/obo/HP_0000196	[7, 5, 1, 5, 2]
Anomaly of the parotid gland	http://purl.obolibrary.org/obo/HP_0000197	[7, 5, 4, 1, 2, 0]
Missing stensen duct	http://purl.obolibrary.org/obo/HP_0000198	[7, 5, 4, 1, 8, 0]
Lingual nodules	http://purl.obolibrary.org/obo/HP_0000199	[7, 5, 8, 5, 0, 1, 1]
Hypoplasia of tongue frenum	http://purl.obolibrary.org/obo/HP_0000200	[7, 5, 4, 0, 2]
Pierre-robin malformation	http://purl.obolibrary.org/obo/HP_0000201	[7, 5, 4, 5, 6, 0]
Oral clefting	http://purl.obolibrary.org/obo/HP_0000202	[7, 5, 4, 3, 8, 0]
Cheiloschisis of upper lip	http://purl.obolibrary.org/obo/HP_0000204	[7, 5, 1, 4, 0]
Pursed lips	http://purl.obolibrary.org/obo/HP_0000205	[7, 5, 4, 2, 5, 0]
Lingual inflammation	http://purl.obolibrary.org/obo/HP_0000206	[7, 5, 8, 5, 0, 2, 0]
Triangular mouth	http://purl.obolibrary.org/obo/HP_0000207	[7, 5, 4, 2, 7]
Limited mandibular mobility	http://purl.obolibrary.org/obo/HP_0000211	[7, 5, 4, 5, 7, 7, 0]
Gingival enlargement	http://purl.obolibrary.org/obo/HP_0000212	[7, 0, 6, 6, 0, 1]
Lip telangiectasia	http://purl.obolibrary.org/obo/HP_0000214	[7, 7, 1, 5, 2]
Thick vermilion border of upper lip	http://purl.obolibrary.org/obo/HP_0000215	[7, 5, 1, 3, 2]
Secondary alveolar ridges	http://purl.obolibrary.org/obo/HP_0000216	[7, 5, 4, 7, 5, 1]
Reduced salivation	http://purl.obolibrary.org/obo/HP_0000217	[7, 5, 4, 8, 3, 0]
Palate, high-arched	http://purl.obolibrary.org/obo/HP_0000218	[7, 5, 4, 4, 0, 1]
Thin vermilion border of upper lip	http://purl.obolibrary.org/obo/HP_0000219	[7, 5, 1, 6, 8]
Velopharyngeal dysfunction	http://purl.obolibrary.org/obo/HP_0000220	[7, 5, 4, 9, 5, 0]
Furrowed tongue	http://purl.obolibrary.org/obo/HP_0000221	[7, 5, 8, 5, 2, 0]
Hyperkeratosis, gingival	http://purl.obolibrary.org/obo/HP_0000222	[7, 0, 6, 6, 0, 2]
Abnormality of taste sensation	http://purl.obolibrary.org/obo/HP_0000223	[7, 5, 4, 6, 5, 0]
Hypogeusia	http://purl.obolibrary.org/obo/HP_0000224	[7, 5, 4, 6, 5, 1]
Gingival hemorrhage	http://purl.obolibrary.org/obo/HP_0000225	[7, 0, 6, 6, 0, 3]
Lingual angioectasias	http://purl.obolibrary.org/obo/HP_0000227	[7, 7, 1, 5, 0]
Angioectasias of the mouth	http://purl.obolibrary.org/obo/HP_0000228	[7, 7, 1, 5, 5, 0]
Red and swollen gums	http://purl.obolibrary.org/obo/HP_0000230	[7, 0, 6, 6, 0, 4]
Eclabium of lower lip	http://purl.obolibrary.org/obo/HP_0000232	[7, 5, 1, 6, 5, 0]
Decreased volume of lip	http://purl.obolibrary.org/obo/HP_0000233	[7, 5, 1, 6, 6, 0]
Abnormality of the head	http://purl.obolibrary.org/obo/HP_0000234	[7, 5, 3, 9, 1]
Abnormality of the fontanelles or cranial sutures	http://purl.obolibrary.org/obo/HP_0000235	[5, 1, 1, 3, 0]
Abnormal anterior fontanelle morphology	http://purl.obolibrary.org/obo/HP_0000236	[5, 1, 4, 2, 0]
Small anterior fontanel	http://purl.obolibrary.org/obo/HP_0000237	[5, 1, 4, 2, 1]
Hydrocephaly	http://purl.obolibrary.org/obo/HP_0000238	[6, 1, 8, 7, 3, 0]
Large fontanels	http://purl.obolibrary.org/obo/HP_0000239	[5, 1, 4, 5, 0]
Abnormality of cranium size	http://purl.obolibrary.org/obo/HP_0000240	[7, 4, 7, 4, 6, 0]
Biparietal bossing	http://purl.obolibrary.org/obo/HP_0000242	[5, 1, 8, 1, 0]
Wedge shaped skull	http://purl.obolibrary.org/obo/HP_0000243	[5, 1, 8, 3, 0]
Brachy-turricephaly	http://purl.obolibrary.org/obo/HP_0000244	[5, 1, 8, 5, 0]
Abnormality of the sinuses	http://purl.obolibrary.org/obo/HP_0000245	[7, 5, 3, 2, 1]
Sinus disease	http://purl.obolibrary.org/obo/HP_0000246	[7, 0, 6, 3, 5, 0]
Brachycephaly	http://purl.obolibrary.org/obo/HP_0000248	[5, 1, 8, 5, 1]
Dense calvaria	http://purl.obolibrary.org/obo/HP_0000250	[5, 1, 5, 4, 0]
Decreased size of skull	http://purl.obolibrary.org/obo/HP_0000252	[7, 4, 7, 4, 3, 0]
Progressively abnormally small cranium	http://purl.obolibrary.org/obo/HP_0000253	[7, 4, 7, 4, 1, 0]
Acute sinusitis	http://purl.obolibrary.org/obo/HP_0000255	[7, 0, 6, 3, 5, 1]
Large cranium	http://purl.obolibrary.org/obo/HP_0000256	[7, 4, 7, 4, 5, 0]
Large anterior fontanelle	http://purl.obolibrary.org/obo/HP_0000260	[5, 1, 4, 5, 1]
Tall shaped skull	http://purl.obolibrary.org/obo/HP_0000262	[5, 1, 8, 0, 0]
Acrocephaly	http://purl.obolibrary.org/obo/HP_0000263	[5, 1, 8, 0, 1]
Abnormality of the mastoid	http://purl.obolibrary.org/obo/HP_0000264	[5, 1, 1, 8, 0]
Mastoiditis	http://purl.obolibrary.org/obo/HP_0000265	[5, 1, 1, 8, 1]
Asymmetry of head	http://purl.obolibrary.org/obo/HP_0000267	[7, 5, 5, 8, 2, 0]
Long, narrow head	http://purl.obolibrary.org/obo/HP_0000268	[5, 1, 8, 7, 0]
Prominent posterior head	http://purl.obolibrary.org/obo/HP_0000269	[5, 1, 7, 0]
Delayed closure of fontanelles	http://purl.obolibrary.org/obo/HP_0000270	[5, 1, 4, 8, 0]
Abnormality of the physiognomy	http://purl.obolibrary.org/obo/HP_0000271	[7, 5, 5, 2, 4, 0]
Zygomatic flattening	http://purl.obolibrary.org/obo/HP_0000272	[7, 5, 5, 4, 8, 0]
Facial grimacing	http://purl.obolibrary.org/obo/HP_0000273	[7, 5, 5, 2, 2, 0]
Small facies	http://purl.obolibrary.org/obo/HP_0000274	[7, 5, 5, 8, 1, 0]
Decreased width of face	http://purl.obolibrary.org/obo/HP_0000275	[7, 5, 5, 8, 1, 1]
Long facies	http://purl.obolibrary.org/obo/HP_0000276	[7, 5, 5, 8, 0, 0]
Abnormality of the mandible	http://purl.obolibrary.org/obo/HP_0000277	[7, 5, 4, 5, 7, 1, 0]
Weak jaw	http://purl.obolibrary.org/obo/HP_0000278	[7, 5, 4, 5, 0, 0]
Rounded and heavy facial features	http://purl.obolibrary.org/obo/HP_0000280	[7, 5, 5, 8, 3, 0]
Facial swelling	http://purl.obolibrary.org/obo/HP_0000282	[7, 1, 0, 4, 0]
Transverse hyperplasia of face	http://purl.obolibrary.org/obo/HP_0000283	[7, 5, 5, 8, 0, 1]
Eye folds	http://purl.obolibrary.org/obo/HP_0000286	[7, 1, 4, 4, 0]
Facial fat hypertrophy	http://purl.obolibrary.org/obo/HP_0000287	[7, 4, 1, 7, 5, 0]
Abnormality of the infranasal depression	http://purl.obolibrary.org/obo/HP_0000288	[7, 5, 1, 1, 0, 0]
Increased horizontal dimension of philtrum	http://purl.obolibrary.org/obo/HP_0000289	[7, 5, 1, 1, 1, 0]
Anomaly of the forehead	http://purl.obolibrary.org/obo/HP_0000290	[7, 1, 7, 1, 2, 0]
Malformation of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0000291	[7, 4, 1, 7, 5, 1]
Loss of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0000292	[7, 4, 1, 7, 5, 2]
Large cheeks	http://purl.obolibrary.org/obo/HP_0000293	[7, 5, 5, 0, 1, 0]
Low-set frontal hairline	http://purl.obolibrary.org/obo/HP_0000294	[7, 1, 7, 6, 1, 0]
Doll-like facial appearance	http://purl.obolibrary.org/obo/HP_0000295	[7, 5, 5, 8, 6, 0]
Facial hypotonia	http://purl.obolibrary.org/obo/HP_0000297	[7, 5, 0, 5, 6]
Amimia	http://purl.obolibrary.org/obo/HP_0000298	[7, 5, 5, 2, 3, 0]
Oval facial shape	http://purl.obolibrary.org/obo/HP_0000300	[7, 5, 5, 8, 8, 0]
Abnormality of facial muscles	http://purl.obolibrary.org/obo/HP_0000301	[7, 5, 5, 2, 0, 0]
Increased size of mandible	http://purl.obolibrary.org/obo/HP_0000303	[7, 5, 5, 0, 2, 8]
Abnormality of the menton	http://purl.obolibrary.org/obo/HP_0000306	[7, 5, 5, 0, 2, 4]
Pointed mention region	http://purl.obolibrary.org/obo/HP_0000307	[7, 5, 5, 0, 2, 9, 0]
Small retruded chin	http://purl.obolibrary.org/obo/HP_0000308	[7, 5, 4, 5, 0, 1]
Malformation of the midface	http://purl.obolibrary.org/obo/HP_0000309	[7, 5, 5, 4, 3, 0]
Round face	http://purl.obolibrary.org/obo/HP_0000311	[7, 5, 5, 8, 6, 1]
Anomaly of the orbital region of the face	http://purl.obolibrary.org/obo/HP_0000315	[7, 2, 4, 8, 8, 0]
Increased distance between eyes	http://purl.obolibrary.org/obo/HP_0000316	[5, 1, 3, 0]
Involuntary facial quivering	http://purl.obolibrary.org/obo/HP_0000317	[7, 5, 2, 7, 8, 0]
Simple philtrum	http://purl.obolibrary.org/obo/HP_0000319	[7, 5, 1, 1, 5, 0]
Bird-like facies	http://purl.obolibrary.org/obo/HP_0000320	[7, 5, 5, 8, 7, 0]
Square facies	http://purl.obolibrary.org/obo/HP_0000321	[7, 5, 5, 8, 6, 2]
Decreased length of philtrum	http://purl.obolibrary.org/obo/HP_0000322	[7, 5, 1, 1, 3]
Uneven face	http://purl.obolibrary.org/obo/HP_0000324	[7, 5, 5, 8, 4, 0]
Triangular facies	http://purl.obolibrary.org/obo/HP_0000325	[7, 5, 5, 8, 8, 1]
Deformity of the upper jaw bones	http://purl.obolibrary.org/obo/HP_0000326	[7, 5, 5, 7, 0, 0]
Retrognathia of upper jaw	http://purl.obolibrary.org/obo/HP_0000327	[7, 5, 5, 7, 7, 0]
Facial hemangioma	http://purl.obolibrary.org/obo/HP_0000329	[7, 7, 3, 6, 0]
Decreased height of chin	http://purl.obolibrary.org/obo/HP_0000331	[7, 5, 5, 0, 2, 2]
Prominent brow	http://purl.obolibrary.org/obo/HP_0000336	[7, 1, 0, 0, 1, 0]
Increased bitemporal width	http://purl.obolibrary.org/obo/HP_0000337	[7, 1, 7, 1, 2, 1]
Hypomimic face	http://purl.obolibrary.org/obo/HP_0000338	[7, 5, 5, 2, 0, 1]
Pugilistic facies	http://purl.obolibrary.org/obo/HP_0000339	[7, 5, 5, 8, 3, 1]
Inclined forehead	http://purl.obolibrary.org/obo/HP_0000340	[7, 1, 7, 1, 2, 2]
Decreased width of the forehead	http://purl.obolibrary.org/obo/HP_0000341	[7, 1, 7, 1, 2, 3]
Increased length of philtrum	http://purl.obolibrary.org/obo/HP_0000343	[7, 5, 1, 1, 0, 1]
Whistling facial appearance	http://purl.obolibrary.org/obo/HP_0000346	[7, 5, 4, 2, 5, 1]
Mandibular micrognathia	http://purl.obolibrary.org/obo/HP_0000347	[7, 5, 4, 5, 0, 2]
High forehead	http://purl.obolibrary.org/obo/HP_0000348	[7, 1, 7, 1, 2, 4]
